ticket_id,customer_id,ticket_date,issue_category,priority,resolution_hours,ticket_status,customer_satisfaction
TICK0002214,CUST00846,2026-08-06,Feature Request,Medium,32,Resolved,1
TICK0002215,CUST00846,2026-06-16,Performance,Low,107,Resolved,4
TICK0002216,CUST00846,2026-06-24,How-To Question,Low,56,Open,4
TICK0002217,CUST00846 ,2026-07-13,Performance,High,9,Resolved,5
TICK0002218,CUST00846,2026-07-09,How-To Question,Medium,57,Resolved,3
TICK0002219,CUST00846,2026-08-09,Feature Request,High,21,Resolved,4
TICK0002220,CUST00847,2025-11-17,Performance,Low,76,Resolved,4
TICK0002221,CUST00847,2026-01-03,Feature Request,Medium,41,Resolved,3
TICK0002222,CUST00847,2025-10-27,Performance,Low,52,Resolved,3
TICK0002223,CUST00848,2025-04-06,Performance,Medium,79,Resolved,4
TICK0002224,CUST00848,2025-10-01,How-To Question,Medium,38,Resolved,5
TICK0002225,CUST00848,2026-01-04,Performance,Low,86,Resolved,4
TICK0002226,CUST00848,2025-11-16,Feature Request,Medium,50,Resolved,4
TICK0002227,CUST00849,2026-06-21,Performance,Low,106,Resolved,4
TICK0002228,CUST00849,2025-01-08,account access,Medium,29,Resolved,5
TICK0002229,CUST00851,2025-09-17,How-To Question,Low,39,Resolved,1
TICK0002230,CUST00851,2026-01-26,Performance,Low,62,Resolved,2
TICK0002231,CUST00852,2026-03-05,Performance,Low,124,Resolved,1
TICK0002232,CUST00852,2026-06-05,Performance,Low,202,Resolved,2
TICK0002233,CUST00852,2026-05-27,Bug Report,Medium,39,Resolved,5
TICK0002234,CUST00853,2025-11-02,How-To Question,Medium,76,Resolved,4
TICK0002235,CUST00853,2026-06-12,Account Access,Medium,54,Resolved,4
TICK0002236,CUST00853,2025-10-18,Feature Request,Medium,21,Resolved,5
TICK0002237,CUST00853,2025-11-04,Account Access,High,10,Resolved,3
TICK0002238,CUST00853,2025-08-04,Feature Request,Low,57,Resolved,5
TICK0002239,CUST00853,2025-11-14,How-To Question,Medium,30,Resolved,5
TICK0002240,CUST00854,2025-12-11,Bug Report,Medium,58,Resolved,4
TICK0002241,CUST00855,2024-06-29,How-To Question,High,6,Resolved,5
TICK0002242,CUST00855,2026-02-05,Technical Issue,Medium,37,Resolved,5
TICK0002243,CUST00858,2026-06-17,How-To Question,Medium,31,Resolved,5
TICK0002244,CUST00859,2026-08-03,Performance,Medium,123,Resolved,1
TICK0002245,CUST00859,2026-08-26,Performance,Medium,44,Resolved,2
TICK0002246,CUST00859,2026-09-10,Integration,Medium,111,Resolved,4
TICK0002247,CUST00861,2024-11-05,Account Access,Low,81,Resolved,1
TICK0002248,CUST00861,2025-05-26,Account Access,Low,111,Resolved,2
TICK0002249,CUST00861,2025-09-15,Integration,Low,242,Resolved,2
TICK0002250,CUST00861,2025-09-29,Technical Issue,Low,66,Resolved,4
TICK0002251,CUST00861,2025-05-01,Performance,Low,111,Resolved,1
TICK0002252,CUST00863,2025-07-26,Billing,High,11,Resolved,5
TICK0002253,CUST00863,2026-01-26,Technical Issue,Medium,39,Resolved,5
TICK0002254,CUST00863,2025-09-21,Bug Report,Medium,79,Resolved,4
TICK0002255,CUST00863,2026-05-18,Performance,Medium,54,Resolved,4
TICK0002256,CUST00864,2025-08-10,Technical Issue,Medium,52,Resolved,3
TICK0002257,CUST00864,2026-05-01,Billing,Low,92,Resolved,4
TICK0002258,CUST00864 ,2026-02-17,Performance,Low,108,Resolved,5
TICK0002259,CUST00864,2026-08-02,Feature Request,Medium,90,Open,5
TICK0002260,CUST00864,2026-08-14,Technical Issue,Medium,64,Resolved,1
TICK0002261,CUST00864,2026-02-04,Feature Request,Medium,58,Resolved,5
TICK0002262,CUST00865,2026-08-09,Bug Report,Low,75,Resolved,5
TICK0002263,CUST00866,2025-01-15,Integration,High,44,Resolved,4
TICK0002264,CUST00866,2025-04-16,Account Access,Medium,18,Open,5
TICK0002265,CUST00867,2025-03-30,How-To Question,Low,75,Resolved,4
TICK0002266,CUST00867,2026-08-06,Performance,Low,57,Pending,5
TICK0002267,CUST00868,2024-12-22,How-To Question,Low,125,Resolved,4
TICK0002268,CUST00868 ,2024-07-23,How-To Question,Medium,22,Resolved,4
TICK0002269,CUST00869,2026-06-13,Account Access,Low,139,Resolved,2
TICK0002270,CUST00869,2026-05-27,Account Access,Low,120,Resolved,2
TICK0002271,CUST00870,2025-02-26,Billing,Medium,21,Resolved,5
TICK0002272,CUST00871,2025-06-24,Feature Request,Medium,41,Resolved,2
TICK0002273,CUST00871,2026-07-24,Bug Report,Low,116,Resolved,3
TICK0002274,CUST00871,2025-07-01,Technical Issue,Low,138,Pending,5
TICK0002275,CUST00871,2025-12-13,how-to question,Medium,8,Resolved,4
TICK0002276,CUST00871,2025-11-07,Billing,Low,72,Resolved,2
TICK0002277,CUST00872,2026-05-26,Account Access,Medium,50,Resolved,4
TICK0002278,CUST00872,2026-06-06,Billing,High,25,Pending,5
TICK0002279,CUST00872,2026-04-29,Account Access,High,4,Resolved,2
TICK0002280,CUST00872,2026-08-26,How-To Question,High,4,Resolved,4
TICK0002281,CUST00873,2026-06-12,How-To Question,Medium,22,Resolved,5
TICK0002282,CUST00873,2026-09-08,Billing,Medium,74,Pending,5
TICK0002283,CUST00873,2026-08-30,Integration,Low,84,Resolved,5
TICK0002284,CUST00874,2026-06-27,Feature Request,Low,105,Resolved,3
TICK0002285,CUST00874,2026-04-24,Technical Issue,Medium,57,Resolved,1
TICK0002286,CUST00875,2025-10-26,Performance,Low,108,Resolved,5
TICK0002287,CUST00875,2025-12-02,Billing,Low,48,Resolved,3
TICK0002288,CUST00875,2025-12-22,Billing,Medium,33,Resolved,5
TICK0002289,CUST00875,01/31/2026,Feature Request,High,21,Resolved,3
TICK0002290,CUST00875,2025-10-27,Billing,High,41,Resolved,4
TICK0002291,CUST00875,2025-12-08,Performance,Medium,76,Resolved,2
TICK0002292,CUST00875,2026-01-27,Feature Request,Low,86,Resolved,1
TICK0002293,CUST00876,2025-10-31,How-To Question,Low,65,Resolved,5
TICK0002294,CUST00876,2026-05-11,How-To Question,MEDIUM,26,Resolved,5
TICK0002295,CUST00878,2026-03-22,How-To Question,Low,66,Resolved,4
TICK0002296,CUST00878,2026-02-20,Account Access,Medium,26,Resolved,
TICK0002297,CUST00878,2025-09-17,Feature Request,Medium,56,Resolved,3
TICK0002298,CUST00879,2024-08-23,Feature Request,Low,72,Resolved,3
TICK0002299,CUST00880,2024-05-15,Technical Issue,Medium,70,Resolved,4
TICK0002300,CUST00882,2025-11-05,Billing,Low,92,Resolved,5
TICK0002301,CUST00882,2024-06-25,Account Access,Medium,62,Resolved,5
TICK0002302,CUST00882,2025-08-08,How-To Question,High,10,Resolved,5
TICK0002303,CUST00882,2025-09-17,Technical Issue,Medium,30,Resolved,3
TICK0002304,CUST00882,2026-06-19,How-To Question,High,26,Resolved,4
TICK0002305,CUST00883,2026-06-13,Billing,Medium,29,Resolved,5
TICK0002306,CUST00883,2026-03-02,Performance,Medium,36,Resolved,3
TICK0002307,CUST00883,2026-04-29,Performance,Medium,104,Resolved,1
TICK0002308,CUST00885,2026-09-07,Bug Report,Low,111,Resolved,1
TICK0002309,CUST00885,2026-08-24,Bug Report,Medium,31,Resolved,5
TICK0002310,CUST00885,2026-08-27,Account Access,Low,64,Resolved,5
TICK0002311,CUST00886,2025-04-07,Account Access,Low,69,Resolved,5
TICK0002312,CUST00886,2026-04-04,How-To Question,Low,80,Resolved,4
TICK0002313,CUST00887,2025-01-22,Feature Request,Medium,88,Resolved,3
TICK0002314,CUST00887,2024-02-27,Bug Report,Medium,74,Resolved,5
TICK0002315,CUST00888,2026-05-23,Bug Report,Low,76,Resolved,4
TICK0002316,CUST00889,2025-01-02,Feature Request,High,30,Resolved,5
TICK0002317,CUST00890,2025-09-03,Account Access,Low,73,Resolved,2
TICK0002318,CUST00890,2026-01-10,Integration,High,29,Resolved,3
TICK0002319,CUST00890,2025-11-23,Account Access,Medium,123,Resolved,3
TICK0002320,CUST00890,2025-08-30,Bug Report,Medium,35,Pending,1
TICK0002321,CUST00890,2025-12-06,Performance,Low,93,Resolved,1
TICK0002322,CUST00890,09/05/2025,Integration,Medium,50,Resolved,1
TICK0002323,CUST00893,2026-03-27,Integration,Low,113,Resolved,3
TICK0002324,CUST00893,2026-01-22,Bug Report,High,28,Open,3
TICK0002325,CUST00894,2026-03-20,Feature Request,Medium,36,Resolved,5
TICK0002326,CUST00895,2026-07-12,Feature Request,Low,103,Resolved,5
TICK0002327,CUST00895,2026-04-01,How-To Question,High,17,Resolved,4
TICK0002328,CUST00895,2026-04-24,Feature Request,High,7,Pending,2
TICK0002329,CUST00895,2026-04-20,How-To Question,Medium,55,Resolved,5
TICK0002330,CUST00895,2026-08-24,Billing,Low,62,resolved,5
TICK0002331,CUST00897,2025-02-15,How-To Question,Urgent,14,Resolved,4
TICK0002332,CUST00898,2025-08-24,How-To Question,High,4,Resolved,4
TICK0002333,CUST00899,2025-12-03,Feature Request,Medium,43,Resolved,4
TICK0002334,CUST00899,2025-11-21,Feature Request,Low,87,Resolved,4
TICK0002335,CUST00899,2025-10-13,Performance,Low,81,Resolved,3
TICK0002336,CUST00900,2026-05-22,Feature Request,Low,12,Resolved,2
TICK0002337,CUST00900,2026-03-09,How-To Question,Low,59,Resolved,5
TICK0002338,CUST00901,2026-09-12,How-To Question,Medium,31,Resolved,5
TICK0002339,CUST00901,2026-09-14,Technical Issue,Low,99,Pending,5
TICK0002340,CUST00901,2026-09-23,Feature Request,Low,116,Open,3
TICK0002341,CUST00903,2025-12-10,Integration,Low,62,Resolved,5
TICK0002342,CUST00904,2025-09-10,How-To Question,Low,86,Resolved,3
TICK0002343,CUST00905,2026-02-11,Performance,Low,65,Resolved,4
TICK0002344,CUST00905,11/21/2025,How-To Question,Low,101,Resolved,2
TICK0002345,CUST00905,2026-08-03,How-To Question,Low,16,Resolved,5
TICK0002346,CUST00906,2026-07-25,Technical Issue,Low,90,Resolved,1
TICK0002347,CUST00906,2026-05-23,Technical Issue,Low,117,Resolved,2
TICK0002348,CUST00906,2025-08-17,Account Access,High,23,Resolved,1
TICK0002349,CUST00906,2026-02-01,Integration,Medium,76,Resolved,
TICK0002350,CUST00906,2026-01-05,Performance,Medium,80,Resolved,3
TICK0002351,CUST00907,2026-06-19,Feature Request,Medium,42,Resolved,2
TICK0002352,CUST00907,2026-05-29,Feature Request,Medium,65,Resolved,5
TICK0002353,CUST00907,2025-12-16,How-To Question,Low,120,Resolved,3
TICK0002354,CUST00908,2025-10-26,Performance,High,21,Resolved,4
TICK0002355,CUST00908,2026-01-08,Performance,Low,91,Resolved,4
TICK0002356,CUST00908,2026-05-29,Feature Request,Medium,22,Pending,5
TICK0002357,CUST00909,2023-11-23,Billing,Low,82,Resolved,5
TICK0002358,CUST00909,2026-08-06,Performance,Medium,67,Resolved,4
TICK0002359,CUST00909,2026-09-04,Bug Report,Medium,61,Resolved,5
TICK0002360,CUST00910,2026-08-26,Account Access,High,60,Resolved,1
TICK0002361,CUST00910,2026-06-23,Integration,Medium,102,Resolved,4
TICK0002362,CUST00910,2026-05-22,Performance,High,36,Pending,1
TICK0002363,CUST00910,2026-08-13,Technical Issue,Low,139,Resolved,2
TICK0002364,CUST00910,2026-05-15,Integration,Low,115,Resolved,5
TICK0002365,CUST00910,2026-05-23,Technical Issue,Urgent,34,Resolved,4
TICK0002366,CUST00911,2025-09-04,How-To Question,Low,49,Resolved,5
TICK0002367,CUST00911,2024-10-05,How-To Question,High,25,Resolved,4
TICK0002368,CUST00912,2026-06-30,How-To Question,Medium,21,Resolved,4
TICK0002369,CUST00912,2026-06-25,Integration,Medium,39,Resolved,5
TICK0002370,CUST00912,2026-08-13,Feature Request,Low,95,Resolved,5
TICK0002371,CUST00912,2026-07-30,Account Access,Medium,27,Resolved,4
TICK0002372,CUST00912,2026-07-17,Technical Issue,Low,42,Resolved,5
TICK0002373,CUST00912,2026-09-02,How-To Question,Low,43,Resolved,5
TICK0002374,CUST00913,2024-12-14,How-To Question,Low,101,Resolved,5
TICK0002375,CUST00913,2026-01-02,Billing,Low,69,Resolved,5
TICK0002376,CUST00913,2025-03-27,Billing,Medium,80,Resolved,3
TICK0002377,CUST00914,2026-08-13,Integration,Medium,20,Open,5
TICK0002378,CUST00914,2025-11-01,Technical Issue,Low,103,Resolved,4
TICK0002379,CUST00915,2026-02-07,performance,Medium,13,Resolved,1
TICK0002380,CUST00915,2026-07-18,Technical Issue,Medium,137,Resolved,2
TICK0002381,CUST00915,2025-09-11,Integration,Medium,64,Resolved,1
TICK0002382,CUST00915,2025-09-02,Bug Report,Low,126,Resolved,2
TICK0002383,CUST00915,2026-09-09,Technical Issue,Medium,55,Resolved,1
TICK0002384,CUST00915,2024-10-04,Bug Report,Low,113,Resolved,2
TICK0002385,CUST00916,2026-05-06,Billing,Low,42,Resolved,4
TICK0002386,CUST00917,2025-10-23,Feature Request,Medium,53,Resolved,
TICK0002387,CUST00918,2026-08-12,Bug Report,Urgent,4,Resolved,3
TICK0002388,CUST00918,2026-09-03,Account Access,Medium,8,Resolved,5
TICK0002389,CUST00919,2026-09-20,Technical Issue,Medium,18,Resolved,1
TICK0002390,CUST00919,2026-05-23,Account Access,Low,134,Resolved,4
TICK0002391,CUST00919,2026-09-21,Account Access,Low,204,Resolved,2
TICK0002392,CUST00919,2026-08-28,Integration,Medium,102,Resolved,2
TICK0002393,CUST00919,2026-07-24,Technical Issue,Low,126,Resolved,3
TICK0002394,CUST00919,2026-09-01,Integration,Medium,66,Resolved,5
TICK0002395,CUST00919,2026-06-23,Bug Report,Low,90,Resolved,3
TICK0002396,CUST00919,2026-07-27,Performance,Low,23,Pending,2
TICK0002397,CUST00920,2026-06-16,Account Access,Low,66,Resolved,5
TICK0002398,CUST00920,2026-01-12,How-To Question,Medium,34,Resolved,5
TICK0002399,CUST00921,2026-06-22,Feature Request,Medium,41,Resolved,3
TICK0002400,CUST00921,2025-10-10,Account Access,Low,12,Resolved,3
TICK0002401,CUST00921,2026-03-29,Feature Request,Low,108,Resolved,2
TICK0002402,CUST00922,2026-04-15,Account Access,Low,98,Resolved,4
TICK0002403,CUST00922,2026-05-19,Account Access,High,29,Pending,3
TICK0002404,CUST00922,2025-09-27,Technical Issue,Medium,38,Resolved,3
TICK0002405,CUST00923,2026-01-28,How-To Question,High,27,Resolved,3
TICK0002406,CUST00925,2024-10-29,Account Access,High,4,Resolved,2
TICK0002407,CUST00925,2025-01-13,Account Access,Medium,58,Resolved,5
TICK0002408,CUST00925,2026-06-24,Technical Issue,High,21,Resolved,1
TICK0002409,CUST00926,2026-08-19,Performance,Low,12,Resolved,1
TICK0002410,CUST00926,2026-08-20,Performance,Low,80,Resolved,3
TICK0002411,CUST00926,2026-08-20,How-To Question,Low,39,Resolved,5
TICK0002412,CUST00927,2026-01-22,Billing,Low,106,Resolved,5
TICK0002413,CUST00928,2026-07-29,Feature Request,Medium,57,Resolved,5
TICK0002414,CUST00928,2026-09-08,Billing,High,14,Resolved,2
TICK0002415,CUST00929,2026-05-09,Performance,Low,66,Resolved,4
TICK0002416,CUST00929,2026-07-14,Billing,High,8,Resolved,5
TICK0002417,CUST00929,2026-04-20,technical issue,Low,64,Resolved,5
TICK0002418,CUST00929,2026-04-11,Technical Issue,Low,102,Resolved,4
TICK0002419,CUST00930,2025-05-22,Integration,Medium,41,Resolved,5
TICK0002420,CUST00930,2025-10-26,Performance,Medium,61,Resolved,4
TICK0002421,CUST00930,2025-06-13,Performance,Medium,24,Pending,5
TICK0002422,CUST00930,2025-07-25,How-To Question,Low,34,Open,4
TICK0002423,CUST00931,2026-05-01,Account Access,Medium,27,Resolved,2
TICK0002424,CUST00931,2026-04-19,Account Access,Low,83,Resolved,4
TICK0002425,CUST00931,2026-07-08,How-To Question,Urgent,16,Resolved,4
TICK0002426,CUST00932,2026-01-27,Billing,High,27,Open,5
TICK0002427,CUST00933,2026-03-06,Feature Request,Low,116,Resolved,2
TICK0002428,CUST00934,2026-05-24,How-To Question,High,16,Resolved,3
TICK0002429,CUST00934,2026-07-18,Account Access,Medium,25,Resolved,5
TICK0002430,CUST00934,2026-05-07,How-To Question,Low,84,Resolved,1
TICK0002431,CUST00934,2026-06-30,Feature Request,High,18,Resolved,5
TICK0002432,CUST00934,2026-08-10,How-To Question,Low,29,Resolved,4
TICK0002433,CUST00935,2024-09-29,Technical Issue,Low,60,Resolved,5
TICK0002434,CUST00935,2025-02-27,Bug Report,Medium,66,Resolved,4
TICK0002435,CUST00935,2026-01-01,Integration,High,19,Resolved,5
TICK0002436,CUST00936,2026-07-23,Billing,Low,50,Resolved,3
TICK0002437,CUST00936,06/09/2026,Feature Request,Low,46,Resolved,5
TICK0002438,CUST00937,2025-07-07,Technical Issue,Medium,52,Resolved,1
TICK0002439,CUST00937,2025-03-14,Performance,Medium,68,Resolved,1
TICK0002440,CUST00937,2025-01-04,Integration,Medium,84,Pending,2
TICK0002441,CUST00937,2025-07-18,Technical Issue,Low,18,Resolved,1
TICK0002442,CUST00937,2025-04-28,Bug Report,Low,126,Resolved,4
TICK0002443,CUST00937,2024-12-10,Performance,Low,105,Resolved,2
TICK0002444,CUST00937,2025-02-05,Technical Issue,Low,134,Resolved,1
TICK0002445,CUST00937,2025-03-17,Integration,Medium,80,Resolved,2
TICK0002446,CUST00937,2025-02-17,Account Access,Low,160,Resolved,1
TICK0002447,CUST00937,2025-09-03,Bug Report,Medium,100,Resolved,1
TICK0002448,CUST00938,2025-10-20,Account Access,Urgent,8,Resolved,2
TICK0002449,CUST00938,2025-02-15,Bug Report,Medium,90,Resolved,1
TICK0002450,CUST00938,2026-08-10,Account Access,Medium,57,Resolved,1
TICK0002451,CUST00938,2025-03-27,Technical Issue,Medium,106,Resolved,1
TICK0002452,CUST00939,2026-01-17,Feature Request,Medium,59,Resolved,3
TICK0002453,CUST00939,2026-06-29,How-To Question,Medium,82,Resolved,4
TICK0002454,CUST00940,2025-08-26,INTEGRATION,Medium,64,Resolved,5
TICK0002455,CUST00940,2026-07-03,Billing,Low,55,Resolved,3
TICK0002456,CUST00941,2025-12-17,Account Access,Low,48,Resolved,3
TICK0002457,CUST00941,2026-08-13,Bug Report,High,11,Resolved,3
TICK0002458,CUST00941,2026-07-07,Integration,Low,77,Pending,5
TICK0002459,CUST00941,08/26/2026,Billing,Low,12,Resolved,4
TICK0002460,CUST00942,2025-04-27,How-To Question,Low,146,Resolved,5
TICK0002461,CUST00942,2024-06-01,Account Access,Low,54,Resolved,2
TICK0002462,CUST00943,2026-09-06,Integration,Medium,47,Resolved,3
TICK0002463,CUST00944,2025-08-11,Performance,Medium,54,Resolved,3
TICK0002464,CUST00944,09/22/2026,Feature Request,Low,77,Resolved,4
TICK0002465,CUST00944,2026-04-29,How-To Question,Low,63,Pending,3
TICK0002466,CUST00944,2025-05-16,Billing,High,46,Resolved,2
TICK0002467,CUST00944,2026-08-11,How-To Question,Low,128,Resolved,4
TICK0002468,CUST00944,2025-08-28,How-To Question,Low,105,Resolved,5
TICK0002469,CUST00944,2026-09-16,Billing,Low,62,Resolved,3
TICK0002470,CUST00945,2024-08-19,Performance,Low,114,Resolved,3
TICK0002471,CUST00945,2024-11-02,Feature Request,Medium,44,Resolved,3
TICK0002472,CUST00945,2024-08-21,Performance,Low,118,Resolved,5
TICK0002473,CUST00946,2025-05-31,Feature Request,Medium,43,Resolved,4
TICK0002474,CUST00946,2025-08-07,Account Access,Medium,65,Resolved,4
TICK0002475,CUST00947,2024-07-01,Bug Report,Low,71,Resolved,3
TICK0002476,CUST00947,2025-11-03,Technical Issue,Medium,20,Resolved,5
TICK0002477,CUST00948,2025-10-02,Billing,High,31,Resolved,4
TICK0002478,CUST00948,2026-01-05,Technical Issue,Urgent,11,Resolved,5
TICK0002479,CUST00948,2026-06-29,Technical Issue,High,21,Resolved,3
TICK0002480,CUST00949,2026-04-13,Integration,Medium,77,Resolved,4
TICK0002481,CUST00950,2026-08-22,Bug Report,Medium,53,Resolved,5
TICK0002482,CUST00950 ,2026-05-29,Account Access,Medium,51,Resolved,5
TICK0002483,CUST00951,2026-03-24,How-To Question,Low,69,Resolved,4
TICK0002484,CUST00952,2025-12-02,Performance,Low,55,Resolved,4
TICK0002485,CUST00952,2026-01-15,Billing,Medium,32,Resolved,5
TICK0002486,CUST00952,2026-06-25,Billing,Low,62,Resolved,5
TICK0002487,CUST00953,2026-04-29,Integration,Low,46,Resolved,5
TICK0002488,CUST00953,2026-06-29,Technical Issue,Low,88,Resolved,4
TICK0002489,CUST00953,2026-07-26,Feature Request,Medium,19,Resolved,3
TICK0002490,CUST00954,2026-03-26,Technical Issue,Low,125,Resolved,4
TICK0002491,CUST00954,2026-07-05,Account Access,Low,30,Resolved,2
TICK0002492,CUST00954,2026-05-23,account access,Urgent,21,Resolved,
TICK0002493,CUST00954,2026-09-13,Technical Issue,Low,87,Resolved,1
TICK0002494,CUST00955,2024-01-03,Account Access,Low,53,Resolved,5
TICK0002495,CUST00956,2025-05-13,Billing,Medium,30,Resolved,4
TICK0002496,CUST00956,2026-06-03,Integration,Medium,28,Resolved,5
TICK0002497,CUST00956,2025-08-17,Billing,Medium,57,Resolved,5
TICK0002498,CUST00957,2026-09-13,How-To Question,Medium,17,Resolved,3
TICK0002499,CUST00957,2025-10-22,Billing,High,30,Resolved,5
TICK0002500,CUST00957,2026-06-14,How-To Question,Low,40,Resolved,5
TICK0002501,CUST00957,2025-12-06,Billing,Low,62,Resolved,5
TICK0002502,CUST00958,2025-06-20,Performance,Low,114,Pending,3
TICK0002503,CUST00958,2025-12-08,Performance,Medium,15,Resolved,5
TICK0002504,CUST00958,2025-07-17,Feature Request,Medium,53,Resolved,5
TICK0002505,CUST00959,2026-06-23,Account Access,Low,78,Resolved,4
TICK0002506,CUST00959,2026-02-17,Technical Issue,High,21,Resolved,4
TICK0002507,CUST00961,2025-06-04,Performance,Medium,66,Resolved,2
TICK0002508,CUST00961,2025-03-31,Account Access,Low,113,Resolved,2
TICK0002509,CUST00961,2025-04-19,Bug Report,Low,146,Resolved,1
TICK0002510,CUST00961,2025-08-09,Account Access,Medium,117,Resolved,1
TICK0002511,CUST00963,2026-05-22,Billing,Medium,32,Resolved,3
TICK0002512,CUST00964,2026-08-14,Performance,Medium,100,Open,2
TICK0002513,CUST00964,2026-06-06,Bug Report,Low,98,Resolved,1
TICK0002514,CUST00964,2026-09-18,Bug Report,Medium,45,Pending,3
TICK0002515,CUST00964,2026-08-15,Account Access,Low,191,Pending,1
TICK0002516,CUST00965,2024-12-30,Feature Request,Medium,28,Resolved,4
TICK0002517,CUST00966,2026-06-01,Feature Request,Low,85,Resolved,4
TICK0002518,CUST00966,2026-06-05,Integration,Low,71,Resolved,3
TICK0002519,CUST00966 ,2026-05-11,Technical Issue,Medium,32,Pending,5
TICK0002520,CUST00967,2026-05-18,Account Access,Low,87,Resolved,4
TICK0002521,CUST00967,2025-03-09,Billing,Medium,30,Resolved,4
TICK0002522,CUST00968,2025-08-10,Feature Request,Low,107,Resolved,4
TICK0002523,CUST00969,2024-08-07,Account Access,Low,56,Resolved,3
TICK0002524,CUST00969,2025-12-07,Bug Report,Low,153,Resolved,3
TICK0002525,CUST00970,09/21/2026,Integration,Low,115,Resolved,5
TICK0002526,CUST00970,2026-09-19,Bug Report,Low,86,Resolved,5
TICK0002527,CUST00970,2025-12-25,Billing,Low,93,Resolved,5
TICK0002528,CUST00971,2026-04-06,Technical Issue,Low,120,Resolved,1
TICK0002529,CUST00971,2026-02-12,Account Access,Low,119,Resolved,3
TICK0002530,CUST00971,2026-07-21,Technical Issue,Medium,77,Resolved,3
TICK0002531,CUST00971,2026-08-18,Technical Issue,High,38,Resolved,4
TICK0002532,CUST00971,2026-05-08,Integration,Medium,70,Resolved,4
TICK0002533,CUST00972,2025-09-30,How-To Question,Medium,44,Pending,5
TICK0002534,CUST00972,2025-04-29,Performance,Medium,73,Resolved,4
TICK0002535,CUST00973,2026-06-14,Integration,Low,112,Resolved,1
TICK0002536,CUST00973,2026-01-04,Bug Report,Low,148,Resolved,1
TICK0002537,CUST00973,2026-05-04,Technical Issue,Medium,84,Resolved,1
TICK0002538,CUST00973,2026-06-25,Integration,Medium,35,Pending,1
TICK0002539,CUST00973,2025-12-29,Bug Report,Medium,45,Resolved,2
TICK0002540,CUST00973,2026-09-06,Integration,Low,147,Resolved,1
TICK0002541,CUST00973,2025-12-08,Technical Issue,Low,74,Open,2
TICK0002542,CUST00974,2024-10-12,Integration,Medium,95,Resolved,1
TICK0002543,CUST00974,2025-09-05,Technical Issue,Medium,62,Resolved,3
TICK0002544,CUST00975,2026-02-25,Technical Issue,High,27,Resolved,1
TICK0002545,CUST00975,2026-06-14,Account Access,Medium,70,Resolved,3
TICK0002546,CUST00975,2026-06-17,Bug Report,Medium,95,Resolved,1
TICK0002547,CUST00975,2026-06-25,Bug Report,Medium,120,Resolved,1
TICK0002548,CUST00976,2026-06-29,Feature Request,Medium,28,Resolved,5
TICK0002549,CUST00977,2026-03-21,Account Access,High,41,Resolved,4
TICK0002550,CUST00977,2025-11-22,How-To Question,Medium,71,Resolved,4
TICK0002551,CUST00978,2026-02-09,Feature Request,Low,55,Resolved,5
TICK0002552,CUST00980,2026-04-29,Technical Issue,Low,86,Resolved,2
TICK0002553,CUST00980,2025-09-20,Integration,Low,76,Resolved,2
TICK0002554,CUST00981,2025-11-09,Technical Issue,Low,99,Resolved,1
TICK0002555,CUST00981,2025-02-21,Technical Issue,Low,135,Resolved,2
TICK0002556,CUST00981,2024-02-02,Integration,Low,154,Resolved,2
TICK0002557,CUST00981,2025-07-13,Performance,Low,112,Resolved,1
TICK0002558,CUST00983,2026-03-03,Technical Issue,Low,73,Resolved,4
TICK0002559,CUST00983,2026-04-29,Performance,High,22,Resolved,5
TICK0002560,CUST00984,2025-02-07,Billing,High,8,Resolved,5
TICK0002561,CUST00984,2025-02-05,Account Access,Low,78,Resolved,4
TICK0002562,CUST00984,2025-04-07,Feature Request,Medium,54,Resolved,3
TICK0002563,CUST00985,2025-10-26,Account Access,Medium,65,Resolved,3
TICK0002564,CUST00986,2026-03-20,How-To Question,Medium,28,Resolved,4
TICK0002565,CUST00986,2026-07-22,How-To Question,High,25,Resolved,3
TICK0002566,CUST00987,2025-11-23,Account Access,High,20,Resolved,5
TICK0002567,CUST00987,2026-04-13,How-To Question,Medium,33,Resolved,4
TICK0002568,CUST00988,2026-02-18,Integration,Low,75,Resolved,5
TICK0002569,CUST00988,2026-07-12,Integration,Medium,41,Resolved,5
TICK0002570,CUST00988,2025-06-30,Integration,Medium,59,Resolved,5
TICK0002571,CUST00990,2026-07-04,Feature Request,Low,45,Resolved,2
TICK0002572,CUST00990,2026-03-02,Account Access,Low,111,Resolved,4
TICK0002573,CUST00990,2026-06-25,Feature Request,Medium,56,Resolved,2
TICK0002574,CUST00991,2026-02-25,Bug Report,Medium,41,Resolved,5
TICK0002575,CUST00992,2026-03-30,how-to question,Low,62,Resolved,5
TICK0002576,CUST00992,2026-02-14,Technical Issue,Medium,60,Resolved,3
TICK0002577,CUST00993,2025-05-31,Feature Request,Low,95,Resolved,3
TICK0002578,CUST00993,2026-02-07,How-To Question,High,39,Resolved,4
TICK0002579,CUST00994,2025-04-02,Feature Request,Low,57,Resolved,4
TICK0002580,CUST00995,2024-06-20,Billing,Medium,70,Resolved,2
TICK0002581,CUST00995,2025-09-05,Integration,Medium,65,Resolved,5
TICK0002582,CUST00995,2024-09-30,Integration,Low,71,Resolved,5
TICK0002583,CUST00995,2026-04-01,Performance,Medium,70,Resolved,4
TICK0002584,CUST00996,2026-06-19,Performance,Medium,29,Resolved,4
