payment_id,transaction_id,customer_id,subscription_id,payment_date,payment_method,amount,paid_amount,payment_status
PAY00000686,TXN00000686,CUST00050,SUB00050,2026-09-04,Credit Card,4500,4500,Successful
PAY00000687,TXN00000687,CUST00051,SUB00051,2025-01-04,Bank Transfer,1500,1500,Successful
PAY00000688,TXN00000688,CUST00051,SUB00051,2025-02-01,bank transfer,1500,1500,Successful
PAY00000689,TXN00000689,CUST00051,SUB00051,2025-03-04,Debit Card,1500,1500,Successful
PAY00000690,TXN00000690,CUST00051,SUB00051,2025-04-03,Credit Card,1500,1500,Successful
PAY00000691,TXN00000691,CUST00051,SUB00051,2025-05-04,Debit Card,1500,1500,Successful
PAY00000692,TXN00000692,CUST00051,SUB00051,2025-06-04,Debit Card,1500,1500,Successful
PAY00000693,TXN00000693,CUST00051,SUB00051,2025-07-02,Credit Card,1500,1500,Successful
PAY00000694,TXN00000694,CUST00051,SUB00051,2025-08-01,Bank Transfer,1500,1500,Successful
PAY00000695,TXN00000695,CUST00051,SUB00051,2025-09-03,Credit Card,1500,1500,Successful
PAY00000696,TXN00000696,CUST00051,SUB00051,2025-10-01,Bank Transfer,1500,1500,Successful
PAY00000697,TXN00000697,CUST00051,SUB00051,2025-11-03,M-Pesa,1500,1500,Successful
PAY00000698,TXN00000698,CUST00051,SUB00051,2025-12-02,Credit Card,1500,1500,Successful
PAY00000699,TXN00000699,CUST00051,SUB00051,2026-01-03,M-Pesa,1500,1500,Successful
PAY00000700,TXN00000700,CUST00051,SUB00051,2026-02-02,Debit Card,1500,1500,Successful
PAY00000701,TXN00000701,CUST00051,SUB00051,2026-03-04,M-Pesa,1500,1500,Successful
PAY00000702,TXN00000702,CUST00051,SUB00051,2026-04-01,Debit Card,1500,1500,Successful
PAY00000703,TXN00000703,CUST00051,SUB00051,2026-05-03,Bank Transfer,1500,1500,Successful
PAY00000704,TXN00000704,CUST00051,SUB00051,2026-06-01,Credit Card,1500,1500,Successful
PAY00000705,TXN00000705,CUST00051,SUB00051,2026-07-03,M-Pesa,1500,1500,Successful
PAY00000706,TXN00000706,CUST00051,SUB00051,2026-08-04,Bank Transfer,1500,1500,Successful
PAY00000707,TXN00000707,CUST00051,SUB00051,2026-09-04,Bank Transfer,1500,1500,Successful
PAY00000708,TXN00000708,CUST00052,SUB00052,2025/11/03,Credit Card,9000,9000,Successful
PAY00000709,TXN00000709,CUST00052,SUB00052,2025-12-03,Bank Transfer,9000,9000,Successful
PAY00000710,TXN00000710,CUST00052,SUB00052,2026-01-04,Bank Transfer,9000,9000,Successful
PAY00000711,TXN00000711,CUST00052,SUB00052,2026-02-01,Credit Card,9000,9000,Successful
PAY00000712,TXN00000712,CUST00052,SUB00052,2026-03-01,Bank Transfer,9000,9000,Successful
PAY00000713,TXN00000713,CUST00052,SUB00052,2026-04-02,Debit Card,9000,0,Failed
PAY00000714,TXN00000714,CUST00052,SUB00052,2026-05-03,Debit Card,9000,9000,Successful
PAY00000715,TXN00000715,CUST00052,SUB00052,2026-06-02,Credit Card,9000,9000,Successful
PAY00000716,TXN00000716,CUST00052,SUB00052,2026-07-04,Debit Card,9000,9000,Successful
PAY00000717,TXN00000717,CUST00052,SUB00052,2026-08-02,Debit Card,9000,9000,Successful
PAY00000718,TXN00000718,CUST00052,SUB00052,2026-09-04,Debit Card,9000,9000,Successful
PAY00000719,TXN00000719,CUST00053,SUB00053,2025-07-02,Debit Card,4500,4500,successful
PAY00000720,TXN00000720,CUST00053,SUB00053,2025-08-03,Bank Transfer,4500,4500,Successful
PAY00000721,TXN00000721,CUST00053,SUB00053,2025-09-04,Credit Card,4500,4500,Successful
PAY00000722,TXN00000722,CUST00053,SUB00053,2025-10-01,Bank Transfer,4500,4500,Successful
PAY00000723,TXN00000723,CUST00053,SUB00053,2025-11-21,Debit Card,4500,4500,Late
PAY00000724,TXN00000724,CUST00053,SUB00053,2025-12-02,Credit Card,4500,4500,Successful
PAY00000725,TXN00000725,CUST00053,SUB00053,2026-01-03,Debit Card,4500,4500,Successful
PAY00000726,TXN00000726,CUST00053,SUB00053,2026-02-02,Credit Card,4500,4500,Successful
PAY00000727,TXN00000727,CUST00053,SUB00053,2026-03-11,M-Pesa,4500,4500,Late
PAY00000728,TXN00000728,CUST00053,SUB00053,2026-04-04,Bank Transfer,4500,4500,Successful
PAY00000729,TXN00000729,CUST00053,SUB00053,2026-05-09,M-Pesa,4500,4500,Late
PAY00000730,TXN00000730,CUST00053,SUB00053,2026-06-03,M-Pesa,4500,4500,Successful
PAY00000731,TXN00000731,CUST00053,SUB00053,2026-07-04,Credit Card,4500,4500,Successful
PAY00000732,TXN00000732,CUST00053,SUB00053,2026-08-04,Debit Card,4500,4500,Successful
PAY00000733,TXN00000733,CUST00053,SUB00053,2026-09-02,M-Pesa,4500,4500,Successful
PAY00000734,TXN00000734,CUST00054,SUB00054,2024-06-01,Credit Card,4500,4500,Successful
PAY00000735,TXN00000735,CUST00054,SUB00054,2024-07-03,M-Pesa,4500,4500,Successful
PAY00000736,TXN00000736,CUST00054,SUB00054,2024-08-01,Debit Card,4500,4500,Successful
PAY00000737,TXN00000737,CUST00054,SUB00054,2024-09-02,Debit Card,4500,4500,Successful
PAY00000738,TXN00000738,CUST00054,SUB00054,2024-10-04,M-Pesa,4500,4500,Successful
PAY00000739,TXN00000739,CUST00054,SUB00054,2024-11-04,Bank Transfer,4500,4500,Successful
PAY00000740,TXN00000740,CUST00054,SUB00054,2024-12-04,M-Pesa,4500,4500,Successful
PAY00000741,TXN00000741,CUST00054,SUB00054,2025-01-07,Debit Card,4500,4500,Late
PAY00000742,TXN00000742,CUST00054,SUB00054,2025-02-02,M-Pesa,4500,4500,Successful
PAY00000743,TXN00000743,CUST00054,SUB00054,2025-03-01,M-Pesa,4500,4500,Successful
PAY00000744,TXN00000744,CUST00054,SUB00054,2025-04-02,Debit Card,4500,0,Failed
PAY00000745,TXN00000745,CUST00054,SUB00054,2025-05-01,Credit Card,4500,4500,Successful
PAY00000746,TXN00000746,CUST00054,SUB00054,2025-06-03,Debit Card,4500,4500,Successful
PAY00000747,TXN00000747,CUST00054,SUB00054,2025-07-01,Debit Card,4500,4500,Successful
PAY00000748,TXN00000748,CUST00054,SUB00054,2025-08-03,Debit Card,4500,4500,Successful
PAY00000749,TXN00000749,CUST00054,SUB00054,2025-09-01,Debit Card,4500,4500,Successful
PAY00000750,TXN00000750,CUST00054,SUB00054,2025-10-17,Credit Card,4500,4500,Late
PAY00000751,TXN00000751,CUST00054,SUB00054,2025-11-03,Debit Card,4500,4500,Successful
PAY00000752,TXN00000752,CUST00054,SUB00054,2025-12-01,Bank Transfer,4500,4500,Successful
PAY00000753,TXN00000753,CUST00054,SUB00054,2026-01-05,M-Pesa,4500,0,Failed
PAY00000754,TXN00000754,CUST00054,SUB00054,2026-02-03,Debit Card,4500,4500,Successful
PAY00000755,TXN00000755,CUST00054,SUB00054,2026-03-02,M-Pesa,4500,4500,Successful
PAY00000756,TXN00000756,CUST00054,SUB00054,2026-04-02,Bank Transfer,4500,4500,Successful
PAY00000757,TXN00000757,CUST00054,SUB00054,2026-05-01,Credit Card,4500,4500,Successful
PAY00000758,TXN00000758,CUST00054,SUB00054,2026-06-02,Bank Transfer,4500,4500,Successful
PAY00000759,TXN00000759,CUST00054,SUB00054,2026-07-01,Credit Card,4500,4500,Successful
PAY00000760,TXN00000760,CUST00054,SUB00054,2026-08-02,Debit Card,4500,4500,Successful
PAY00000761,TXN00000761,CUST00054,SUB00054,2026-09-04,Debit Card,4500,4500,Successful
PAY00000762,TXN00000762,CUST00055,SUB00055,2025-09-02,Bank Transfer,1500,1500,Successful
PAY00000763,TXN00000763,CUST00055,SUB00055,2025-10-02,M-Pesa,1500,1500,Successful
PAY00000764,TXN00000764,CUST00055,SUB00055,2025-11-17,Bank Transfer,1500,1500,Late
PAY00000765,TXN00000765,CUST00055,SUB00055,2025-12-03,Bank Transfer,1500,1500,Successful
PAY00000766,TXN00000766,CUST00055,SUB00055,2026-01-02,Credit Card,1500,1500,Successful
PAY00000767,TXN00000767,CUST00055,SUB00055,2026-02-01,Bank Transfer,1500,1500,Successful
PAY00000768,TXN00000768,CUST00055,SUB00055,2026-03-04,Debit Card,1500,1500,Successful
PAY00000769,TXN00000769,CUST00055,SUB00055,2026-04-03,Credit Card,1500,0,Failed
PAY00000770,TXN00000770,CUST00055,SUB00055,2026-05-03,Bank Transfer,1500,1500,Successful
PAY00000771,TXN00000771,CUST00055,SUB00055,2026-06-01,Credit Card,1500,1500,Successful
PAY00000772,TXN00000772,CUST00055,SUB00055,2026-07-03,Credit Card,1500,1500,Successful
PAY00000773,TXN00000773,CUST00055,SUB00055,2026-08-01,Debit Card,1500,1500,Successful
PAY00000774,TXN00000774,CUST00055,SUB00055,2026-09-03,Debit Card,1500,1500,Successful
PAY00000775,TXN00000775,CUST00056,SUB00056,2025-08-01,Debit Card,4500,4500,Successful
PAY00000776,TXN00000776,CUST00056,SUB00056,2025-09-06,Bank Transfer,4500,0,Failed
PAY00000777,TXN00000777,CUST00056,SUB00056,2025-10-04,Credit Card,4500,4500,Successful
PAY00000778,TXN00000778,CUST00056,SUB00056,2025-11-02,M-Pesa,4500,4500,Successful
PAY00000779,TXN00000779,CUST00056,SUB00056,2025-12-03,Debit Card,4500,4500,Successful
PAY00000780,TXN00000780,CUST00056,SUB00056,"Jan 04, 2026",M-Pesa,4500,4500,Successful
PAY00000781,TXN00000781,CUST00056,SUB00056,2026-02-02,M-Pesa,4500,4500,Successful
PAY00000782,TXN00000782,CUST00056,SUB00056,2026-03-03,Debit Card,4500,4500,Successful
PAY00000783,TXN00000783,CUST00056,SUB00056,2026-04-01,Bank Transfer,4500,4500,Successful
PAY00000784,TXN00000784,CUST00056,SUB00056,2026-05-03,Bank Transfer,4500,4500,Successful
PAY00000785,TXN00000785,CUST00056,SUB00056,2026-06-01,Credit Card,4500,4500,Successful
PAY00000786,TXN00000786,CUST00056,SUB00056,2026-07-21,Debit Card,4500,4500,Late
PAY00000787,TXN00000787,CUST00056,SUB00056,2026-08-06,Debit Card,4500,4500,Late
PAY00000788,TXN00000788,CUST00056,SUB00056,2026-09-04,Credit Card,4500,4500,Successful
PAY00000789,TXN00000789,CUST00057,SUB00057,2026-04-01,Debit Card,1500,1500,Successful
PAY00000790,TXN00000790,CUST00057,SUB00057,2026-05-04,M-Pesa,1500,1500,Successful
PAY00000791,TXN00000791,CUST00057,SUB00057,2026-06-01,Bank Transfer,1500,1500,Successful
PAY00000792,TXN00000792,CUST00058,SUB00058,2025-06-03,Debit Card,1500,1500,Successful
PAY00000793,TXN00000793,CUST00058,SUB00058,2025-07-04,M-Pesa,1500,1500,Successful
PAY00000794,TXN00000794,CUST00058,SUB00058,2025-08-01,Credit Card,1500,1500,Successful
PAY00000795,TXN00000795,CUST00058,SUB00058,2025-09-03,Bank Transfer,1500,1500,Successful
PAY00000796,TXN00000796,CUST00058,SUB00058,2025-10-03,Debit Card,1500,1500,Successful
PAY00000797,TXN00000797,CUST00058,SUB00058,2025-11-03,Bank Transfer,1500,1500,Successful
PAY00000798,TXN00000798,CUST00058,SUB00058,2025-12-12,M-Pesa,1500,1500,Late
PAY00000799,TXN00000799,CUST00058,SUB00058,2026-01-02,Debit Card,1500,1500,Successful
PAY00000800,TXN00000800,CUST00058,SUB00058,2026-02-03,Bank Transfer,1500,1500,Successful
PAY00000801,TXN00000801,CUST00058,SUB00058,2026-03-02,Debit Card,1500,1500,Successful
PAY00000802,TXN00000802,CUST00058,SUB00058,2026-04-02,Credit Card,1500,1500,Successful
PAY00000803,TXN00000803,CUST00058,SUB00058,2026-05-04,Debit Card,1500,1500,Successful
PAY00000804,TXN00000804,CUST00058,SUB00058,2026-06-20,Credit Card,1500,1500,Late
PAY00000805,TXN00000805,CUST00058,SUB00058,2026-07-01,Credit Card,1500,1500,Successful
PAY00000806,TXN00000806,CUST00058,SUB00058,2026-08-04,Bank Transfer,1500,1500,Successful
PAY00000807,TXN00000807,CUST00058,SUB00058,2026-09-04,M-Pesa,1500,1500,Successful
PAY00000808,TXN00000808,CUST00059,SUB00059,2024-08-04,Credit Card,1500,1500,Successful
PAY00000809,TXN00000809,CUST00059,SUB00059,2024-09-02,M-Pesa,1500,1500,Successful
PAY00000810,TXN00000810,CUST00059,SUB00059,2024-10-04,Credit Card,1500,1500,Successful
PAY00000811,TXN00000811,CUST00059,SUB00059,2024-11-02,Debit Card,1500,1500,Successful
PAY00000812,TXN00000812,CUST00059,SUB00059,2024-12-04,Debit Card,1500,1500,Successful
PAY00000813,TXN00000813,CUST00059,SUB00059,2025-01-07,Bank Transfer,1500,0,Failed
PAY00000814,TXN00000814,CUST00059,SUB00059,2025-02-01,M-Pesa,1500,1500,Successful
PAY00000815,TXN00000815,CUST00059,SUB00059,2025-03-04,M-Pesa,1500,0,Failed
PAY00000816,TXN00000816,CUST00059,SUB00059,2025-04-04,Debit Card,1500,0,Failed
PAY00000817,TXN00000817,CUST00059,SUB00059,2025-05-14,Bank Transfer,1500,1500,Late
PAY00000818,TXN00000818,CUST00059,SUB00059,2025-06-03,Debit Card,1500,1500,Successful
PAY00000819,TXN00000819,CUST00059,SUB00059,2025-07-01,Bank Transfer,1500,1500,Successful
PAY00000820,TXN00000820,CUST00059,SUB00059,2025-08-04,M-Pesa,1500,1500,Successful
PAY00000821,TXN00000821,CUST00059,SUB00059,2025-09-04,M-Pesa,1500,1500,Successful
PAY00000822,TXN00000822,CUST00059,SUB00059,2025-10-01,Credit Card,1500,1500,Successful
PAY00000823,TXN00000823,CUST00059,SUB00059,2025-11-04,M-Pesa,1500,1500,Successful
PAY00000824,TXN00000824,CUST00060,SUB00060,2026-06-08,Debit Card,1500,0,Failed
PAY00000825,TXN00000825,CUST00060,SUB00060,2026-07-03,Credit Card,1500,1500,Successful
PAY00000826,TXN00000826,CUST00060,SUB00060,2026-08-01,M-Pesa,1500,1500,Successful
PAY00000827,TXN00000827,CUST00060,SUB00060,2026-09-05,Debit Card,1500,0,Failed
PAY00000828,TXN00000828,CUST00061,SUB00061,2025-05-04,Debit Card,20000,20000,Successful
PAY00000829,TXN00000829,CUST00061,SUB00061,2025-06-14,M-Pesa,20000,20000,Late
PAY00000830,TXN00000830,CUST00061,SUB00061,2025-07-02,Credit Card,20000,20000,Successful
PAY00000831,TXN00000831,CUST00061,SUB00061,2025-08-03,M-Pesa,20000,20000,Successful
PAY00000832,TXN00000832,CUST00061,SUB00061,2025-09-03,M-Pesa,20000,20000,Successful
PAY00000833,TXN00000833,CUST00061,SUB00061,2025-10-01,Bank Transfer,20000,20000,Successful
PAY00000834,TXN00000834,CUST00061,SUB00061,2025-11-04,Credit Card,20000,20000,Successful
PAY00000835,TXN00000835,CUST00061,SUB00061,2025-12-02,Bank Transfer,20000,20000,Successful
PAY00000836,TXN00000836,CUST00061,SUB00061,2026-01-03,Debit Card,20000,20000,Successful
PAY00000837,TXN00000837,CUST00061,SUB00061,2026-02-01,Bank Transfer,20000,20000,Successful
PAY00000838,TXN00000838,CUST00061,SUB00061,2026-03-01,Debit Card,20000,20000,Successful
PAY00000839,TXN00000839,CUST00061,SUB00061,2026-04-03,Credit Card,20000,20000,Successful
PAY00000840,TXN00000840,CUST00061,SUB00061,2026-05-03,Bank Transfer,20000,20000,Successful
PAY00000841,TXN00000841,CUST00061,SUB00061,2026-06-03,Debit Card,20000,20000,Successful
PAY00000842,TXN00000842,CUST00061,SUB00061,2026-07-01,Bank Transfer,20000,20000,Successful
PAY00000843,TXN00000843,CUST00061,SUB00061,2026-08-04,Credit Card,20000,20000,Successful
PAY00000844,TXN00000844,CUST00061,SUB00061,2026-09-04,Debit Card,20000,20000,Successful
PAY00000845,TXN00000845,CUST00062,SUB00062,2025-10-01,Debit Card,4500,4500,Successful
PAY00000846,TXN00000846,CUST00062,SUB00062,2025-11-03,Debit Card,4500,4500,Successful
PAY00000847,TXN00000847,CUST00062,SUB00062,2025-12-01,Debit Card,4500,4500,Successful
PAY00000848,TXN00000848,CUST00062,SUB00062,2026-01-04,M-Pesa,4500,4500,Successful
PAY00000849,TXN00000849,CUST00062,SUB00062,2026-02-04,Credit Card,4500,4500,Successful
PAY00000850,TXN00000850,CUST00062,SUB00062,2026-03-04,Credit Card,4500,4500,Successful
PAY00000851,TXN00000851,CUST00062,SUB00062,2026-04-02,Credit Card,4500,4500,Successful
PAY00000852,TXN00000852,CUST00062,SUB00062,2026-05-16,M-Pesa,4500,4500,Late
PAY00000853,TXN00000853,CUST00062,SUB00062,2026-06-02,Debit Card,4500,4500,Successful
PAY00000854,TXN00000854,CUST00062,SUB00062,2026-07-03,M-Pesa,4500,4500,Successful
PAY00000855,TXN00000855,CUST00062,SUB00062,2026-08-04,Bank Transfer,4500,4500,Successful
PAY00000856,TXN00000856,CUST00062,SUB00062,2026-09-03,Debit Card,4500,4500,Successful
PAY00000857,TXN00000857,CUST00063,SUB00063,2024-07-01,M-Pesa,1500,1500,Successful
PAY00000858,TXN00000858,CUST00063,SUB00063,2024-08-02,Credit Card,1500,1500,Successful
PAY00000859,TXN00000859,CUST00063,SUB00063,2024-09-01,Credit Card,1500,1500,Successful
PAY00000860,TXN00000860,CUST00063,SUB00063,2024-10-04,Bank Transfer,1500,1500,Successful
PAY00000861,TXN00000861,CUST00063,SUB00063,2024-11-04,Debit Card,1500,1500,Successful
PAY00000862,TXN00000862,CUST00063,SUB00063,2024-12-02,M-Pesa,1500,1500,Successful
PAY00000863,TXN00000863,CUST00063,SUB00063,2025-01-04,M-Pesa,1500,1500,Successful
PAY00000864,TXN00000864,CUST00063,SUB00063,2025-02-01,Bank Transfer,1500,1500,Successful
PAY00000865,TXN00000865,CUST00063,SUB00063,2025-03-01,Bank Transfer,1500,1500,Successful
PAY00000866,TXN00000866,CUST00063,SUB00063,2025-04-01,Bank Transfer,1500,1500,Successful
PAY00000867,TXN00000867,CUST00063,SUB00063,2025-05-04,M-Pesa,1500,1500,Successful
PAY00000868,TXN00000868,CUST00063,SUB00063,2025-06-01,Bank Transfer,1500,1500,Successful
PAY00000869,TXN00000869,CUST00063,SUB00063,2025-07-01,Bank Transfer,1500,1500,Successful
PAY00000870,TXN00000870,CUST00063,SUB00063,2025-08-03,Debit Card,1500,1500,Successful
PAY00000871,TXN00000871,CUST00063,SUB00063,2025-09-03,Bank Transfer,1500,0,Failed
PAY00000872,TXN00000872,CUST00063,SUB00063,2025-10-03,Debit Card,1500,1500,Successful
PAY00000873,TXN00000873,CUST00063,SUB00063,2025-11-03,Credit Card,1500,1500,Successful
PAY00000874,TXN00000874,CUST00063,SUB00063,2025-12-04,Debit Card,1500,1500,Successful
PAY00000875,TXN00000875,CUST00063,SUB00063,2026-01-01,M-Pesa,1500,1500,Successful
PAY00000876,TXN00000876,CUST00063,SUB00063,2026-02-02,Bank Transfer,1500,1500,Successful
PAY00000877,TXN00000877,CUST00063,SUB00063,2026-03-04,M-Pesa,1500,1500,Successful
PAY00000878, TXN00000878 ,CUST00063,SUB00063,2026-04-03,Bank Transfer,1500,1500,Successful
PAY00000879,TXN00000879,CUST00063,SUB00063,2026-05-02,Debit Card,1500,1500,Successful
PAY00000880,TXN00000880,CUST00063,SUB00063,2026-06-15,Credit Card,1500,1500,Late
PAY00000881,TXN00000881,CUST00063,SUB00063,2026-07-01,M-Pesa,1500,1500,Successful
PAY00000882,TXN00000882,CUST00063,SUB00063,2026-08-02,Credit Card,1500,1500,Successful
PAY00000883,TXN00000883,CUST00063,SUB00063,2026-09-16,Debit Card,1500,1500,Late
PAY00000884,TXN00000884,CUST00064,SUB00064,2026-01-01,Debit Card,1500,1500,Successful
PAY00000885,TXN00000885,CUST00064,SUB00064,2026-02-03,M-Pesa,1500,1500,Successful
PAY00000886,TXN00000886,CUST00064,SUB00064,2026-03-02,Bank Transfer,1500,1500,Successful
PAY00000887,TXN00000887,CUST00064,SUB00064,2026-04-03,M-Pesa,1500,1500,Successful
PAY00000888,TXN00000888,CUST00064,SUB00064,2026-05-03,Credit Card,1500,0,Failed
PAY00000889,TXN00000889,CUST00064,SUB00064,2026-06-21,Bank Transfer,1500,1500,Late
PAY00000890,TXN00000890,CUST00064,SUB00064,2026-07-02,Credit Card,1500,1500,Successful
PAY00000891,TXN00000891,CUST00064,SUB00064,2026-08-02,M-Pesa,1500,1500,Successful
PAY00000892,TXN00000892,CUST00064,SUB00064,2026-09-03,Credit Card,1500,1500,Successful
PAY00000893,TXN00000893,CUST00065,SUB00065,2025-10-09,Debit Card,20000,20000,Late
PAY00000894,TXN00000894,CUST00065,SUB00065,2025-11-20,M-Pesa,20000,20000,Late
PAY00000895,TXN00000895,CUST00065,SUB00065,2025-12-01,Debit Card,20000,20000,Successful
PAY00000896,TXN00000896,CUST00065,SUB00065,2026-01-01,Debit Card,20000,20000,Successful
PAY00000897,TXN00000897,CUST00065,SUB00065,2026-02-04,Credit Card,20000,20000,Successful
PAY00000898,TXN00000898,CUST00065,SUB00065,2026-03-02,Credit Card,20000,20000,Successful
PAY00000899,TXN00000899,CUST00065,SUB00065,2026-04-02,Bank Transfer,20000,20000,Successful
PAY00000900,TXN00000900,CUST00065,SUB00065,2026-05-03, Bank Transfer ,20000,20000,Successful
PAY00000901,TXN00000901,CUST00065,SUB00065,2026-06-03,Bank Transfer,20000,20000,Successful
PAY00000902,TXN00000902,CUST00065,SUB00065,2026-07-02,Credit Card,20000,20000,Successful
PAY00000903,TXN00000903,CUST00065,SUB00065,2026-08-01,Credit Card,20000,20000,Successful
PAY00000904,TXN00000904,CUST00065,SUB00065,2026-09-03,Bank Transfer,20000,20000,Successful
PAY00000905,TXN00000905,CUST00066,SUB00066,2024-02-02,Credit Card,1500,1500,Successful
PAY00000906,TXN00000906,CUST00066,SUB00066,2024-03-02,Debit Card,1500,1500,Successful
PAY00000907,TXN00000907,CUST00066,SUB00066,2024-04-01,M-Pesa,1500,1500,Successful
PAY00000908,TXN00000908,CUST00066,SUB00066,2024-05-02,Debit Card,1500,1500,Successful
PAY00000909,TXN00000909,CUST00066,SUB00066,2024-06-04,Bank Transfer,1500,1500,Successful
PAY00000910,TXN00000910,CUST00066,SUB00066,2024-07-02,M-Pesa,1500,1500,Successful
PAY00000911,TXN00000911,CUST00066,SUB00066,2024-08-03,Bank Transfer,1500,1500,Successful
PAY00000912,TXN00000912,CUST00066,SUB00066,2024-09-04,Bank Transfer,1500,0,Failed
PAY00000913,TXN00000913,CUST00066,SUB00066,2024-10-14,Bank Transfer,1500,1500,Late
PAY00000914,TXN00000914,CUST00066,SUB00066,2024-11-04,Bank Transfer,1500,1500,Successful
PAY00000915,TXN00000915,CUST00066,SUB00066,2024-12-01,Bank Transfer,1500,1500,Successful
PAY00000916,TXN00000916,CUST00066,SUB00066,2025-01-04,Credit Card,1500,1500,Successful
PAY00000917,TXN00000917,CUST00066,SUB00066,2025-02-20,Bank Transfer,1500,1500,Late
PAY00000918,TXN00000918,CUST00066,SUB00066,2025-03-03,Debit Card,1500,1500,Successful
PAY00000919,TXN00000919,CUST00066,SUB00066,2025-04-04,Debit Card,1500,1500,Successful
PAY00000920,TXN00000920,CUST00066,SUB00066,2025-05-02,M-Pesa,1500,1500,Successful
PAY00000921,TXN00000921,CUST00066,SUB00066,2025-06-04,Credit Card,1500,1500,Successful
PAY00000922,TXN00000922,CUST00066,SUB00066,2025-07-02,Bank Transfer,1500,1500,Successful
PAY00000923,TXN00000923,CUST00066,SUB00066,2025-08-03,Credit Card,1500,1500,Successful
PAY00000924,TXN00000924,CUST00066,SUB00066,2025-09-02,Debit Card,1500,1500,Successful
PAY00000925,TXN00000925,CUST00066,SUB00066,2025-10-02,Credit Card,1500,1500,Successful
PAY00000926,TXN00000926,CUST00066,SUB00066,2025-11-02,Debit Card,"KES 1,500","KES 1,500",Successful
PAY00000927,TXN00000927,CUST00066,SUB00066,2025-12-03,Bank Transfer,1500,1500,Successful
PAY00000928,TXN00000928,CUST00066,SUB00066,2026-01-01,Debit Card,1500,1500,Successful
PAY00000929,TXN00000929,CUST00066,SUB00066,2026-02-02,Credit Card,1500,1500,Successful
PAY00000930,TXN00000930,CUST00066,SUB00066,2026-03-01,Debit Card,1500,1500,Successful
PAY00000931,TXN00000931,CUST00066,SUB00066,2026-04-04,Credit Card,1500,1500,Successful
PAY00000932,TXN00000932,CUST00066,SUB00066,2026-05-04,Debit Card,1500,1500,Successful
PAY00000933,TXN00000933,CUST00066,SUB00066,2026-06-01,Credit Card,1500,1500,Successful
PAY00000934,TXN00000934,CUST00066,SUB00066,2026-07-04,Credit Card,1500,1500,Successful
PAY00000935,TXN00000935,CUST00066,SUB00066,2026-08-04,Credit Card,1500,1500,Successful
PAY00000936,TXN00000936,CUST00066,SUB00066,2026-09-04,M-Pesa,1500,1500,Successful
PAY00000937,TXN00000937,CUST00067,SUB00067,2024-02-04,Debit Card,9000,9000,Successful
PAY00000938,TXN00000938,CUST00067,SUB00067,2024-03-02,Bank Transfer,9000,9000,Successful
PAY00000939,TXN00000939,CUST00067,SUB00067,2024-04-03,Bank Transfer,9000,9000,Successful
PAY00000940,TXN00000940,CUST00067,SUB00067,2024-05-02,M-Pesa,9000,9000,Successful
PAY00000941,TXN00000941,CUST00067,SUB00067,2024-06-02,M-PESA,9000,9000,Successful
PAY00000942,TXN00000942,CUST00067,SUB00067,2024-07-03,M-Pesa,9000,9000,Successful
PAY00000943,TXN00000943,CUST00067,SUB00067,2024-08-02,Credit Card,9000,9000,Successful
PAY00000944,TXN00000944,CUST00067,SUB00067,2024-09-03,M-Pesa,9000,9000,Successful
PAY00000945,TXN00000945,CUST00067,SUB00067,2024-10-04,M-Pesa,9000,9000,Successful
PAY00000946,TXN00000946,CUST00067,SUB00067,2024-11-03,Debit Card,9000,9000,Successful
PAY00000947,TXN00000947,CUST00067,SUB00067,2024-12-07,Credit Card,9000,9000,Late
PAY00000948,TXN00000948,CUST00067,SUB00067,2025-01-03,Debit Card,9000,9000,Successful
PAY00000949,TXN00000949,CUST00067,SUB00067,2025-02-04,Credit Card,9000,9000,Successful
PAY00000950,TXN00000950,CUST00067,SUB00067,2025-03-04,Credit Card,9000,9000,Successful
PAY00000951,TXN00000951,CUST00067,SUB00067,2025-04-03,M-Pesa,9000,9000,Successful
PAY00000952,TXN00000952,CUST00067,SUB00067,2025-05-02,Credit Card,9000,9000,Successful
PAY00000953,TXN00000953,CUST00067,SUB00067,2025-06-01,M-Pesa,9000,9000,Successful
PAY00000954,TXN00000954,CUST00067,SUB00067,2025-07-02,M-Pesa,9000,9000,Successful
PAY00000955,TXN00000955,CUST00068,SUB00068,2024-09-01,Credit Card,1500,1500,Successful
PAY00000956,TXN00000956,CUST00068,SUB00068,2024-10-03,M-Pesa,1500,1500,Successful
PAY00000957,TXN00000957,CUST00068,SUB00068,2024-11-03,M-Pesa,"1,500","1,500",Successful
PAY00000958,TXN00000958,CUST00068,SUB00068,2024-12-04,M-Pesa,1500,1500,Successful
PAY00000959,TXN00000959,CUST00068,SUB00068,2025-01-02,Debit Card,1500,1500,Successful
PAY00000960,TXN00000960,CUST00068,SUB00068,2025-02-01,Debit Card,1500,1500,Successful
PAY00000961,TXN00000961,CUST00068,SUB00068,2025-03-04,Debit Card,1500,1500,Successful
PAY00000962,TXN00000962,CUST00068,SUB00068,2025-04-01,Credit Card,1500,1500,Successful
PAY00000963,TXN00000963,CUST00068,SUB00068,2025-05-02,Credit Card,1500,1500,Successful
PAY00000964,TXN00000964,CUST00068,SUB00068,2025-06-01,Debit Card,1500,1500,Successful
PAY00000965,TXN00000965,CUST00068,SUB00068,2025-07-04,Debit Card,1500,1500,Successful
PAY00000966,TXN00000966,CUST00068,SUB00068,2025-08-03,M-Pesa,1500,1500,Successful
