customer_id,company_name,industry,country,city,company_size,signup_date,acquisition_channel
CUST01286,Archer-Humphrey,Logistics,Rwanda,Nairobi,6-10,2024-09-03,Organic Search
CUST01287,Morgan and Sons,Manufacturing,Nigeria,Nairobi,1-5,2024-04-20,Sales Team
CUST01288,Taylor and Sons,Retail,Kenya,Kigali,51-200,2026-01-17,Facebook
CUST01289,"Parker, Richardson and Ellis",Real Estate,Ghana,Accra,201-500,2024-03-21,Partner
CUST01290,Cooper-Horton,Healthcare,Tanzania,Nakuru,201-500,2025-03-04,Google Ads
CUST01291,Duke LLC,Manufacturing,Ghana,Kisumu,1-5,2024-04-29,LinkedIn
CUST01292,West-Watson,Professional Services,Rwanda,Kampala,51-200,2026-02-12,LinkedIn
CUST01293,Farrell-Jimenez,Hospitality,Uganda,Kisumu,201-500,2024-01-24,Referral
CUST01294,Wood and Sons,Technology,Rwanda,Kisumu,11-50,2025-11-08,Partner
CUST01295,Sanchez and Sons,Manufacturing,Rwanda,Nairobi,1-5,2025-05-06,LinkedIn
CUST01296,Osborn Ltd,Professional Services,Tanzania,Accra,51-200,2025-11-01,Facebook
CUST01297,Mullins Ltd,Healthcare,South Africa,Dar es Salaam,201-500,2024-10-21,Facebook
CUST01298,"Farmer, Sharp and Rogers",Logistics,Kenya,Kigali,1-5,2025-01-01,Partner
CUST01299,White Group,Logistics,Nigeria,Mombasa,11-50,2024-07-03,LinkedIn
CUST01300,Clark-Maddox,Education,Ghana,Kigali,6-10,2023-10-04,Instagram
CUST01301,"Ayala, Kelley and Scott",Logistics,Uganda,Accra,51-200,2024-05-07,Google Ads
CUST01302,"Watts, Reeves and Blake",Technology,Uganda,Johannesburg,51-200,2025-02-05,Sales Team
CUST01303,Rogers LLC,Real Estate,South Africa,Dar es Salaam,201-500,2024-04-18,Instagram
CUST01304,Fisher-Briggs,Construction,Nigeria,Mombasa,201-500,2025-03-12,LinkedIn
CUST01305,Alvarado and Sons,Professional Services,Ghana,Johannesburg,51-200,2023-11-03,Partner
CUST01306,"Rodriguez, Perry and Castillo",Logistics,Kenya,Accra,6-10,2024-06-27,Referral
CUST01307,Calderon-Chapman,Education,Kenya,Johannesburg,1-5,2026-03-22,Sales Team
CUST01308,Jackson-Patterson,Technology,Rwanda,Nairobi,1-5,2024-02-09,Instagram
CUST01309,Chan Ltd,Construction,Ghana,Nairobi,6-10,2025-06-04,Facebook
CUST01310,Le Group,Manufacturing,Ghana,Kampala,51-200,2025-12-25,LinkedIn
CUST01311,Howard-Durham,Hospitality,Uganda,Dar es Salaam,11-50,2024-01-05,Referral
CUST01312,Miranda and Sons,Education,Nigeria,Dar es Salaam,1-5,2023-10-22,Organic Search
CUST01313,"Jones, Thompson and Mullins",Real Estate,Ghana,Kigali,6-10,2024-01-03,Referral
CUST01314,"Cooper, Hardy and Perry",Retail,Tanzania,Lagos,1-5,2024-06-02,Organic Search
CUST01315,Thompson-Thomas,Logistics,South Africa,Dar es Salaam,1-5,2025-10-09,Referral
CUST01316,"Rodriguez, Cherry and Curtis",Retail,Uganda,Kigali,201-500,2025-09-29,Sales Team
CUST01317,Lopez Ltd,Technology,Nigeria,Kigali,51-200,2025-02-04,Sales Team
CUST01318,Barton Group,Education,Ghana,Nakuru,6-10,2025-08-07,LinkedIn
CUST01319,"White, Ray and Houston",Construction,Uganda,Lagos,51-200,2024-03-23,Partner
CUST01320,Kelly-Beck,Education,Uganda,Kampala,6-10,2024-06-26,Facebook
CUST01321,"Neal, Richardson and Garrison",Retail,Kenya,Nairobi,6-10,2026-02-01,LinkedIn
CUST01322,"Price, Gentry and Garcia",Education,Uganda,Mombasa,6-10,2026-01-18,Sales Team
CUST01323,"Decker, Osborne and Dennis",Manufacturing,South Africa,Johannesburg,51-200,2024-08-30,Facebook
CUST01324,"Baldwin, Hamilton and Gomez",Manufacturing,Ghana,Kigali,201-500,2023-12-19,LinkedIn
CUST01325,Villa-Glover,Education,Tanzania,Nakuru,6-10,2024-06-30,Sales Team
CUST01326,"Carpenter, Newman and Keller",Real Estate,Kenya,Johannesburg,51-200,2026-04-15,Instagram
CUST01327,Maldonado LLC,Logistics,Tanzania,Kigali,201-500,2026-04-18,Partner
CUST01328,Delacruz-Harris,Retail,Kenya,Johannesburg,51-200,2026-02-20,Partner
CUST01329,Thomas-Rios,Professional Services,Ghana,Accra,1-5,2025-02-17,Facebook
CUST01330,Bryant Ltd,Logistics,South Africa,Kampala,51-200,2025-07-06,Google Ads
CUST01331,Richardson Group,Logistics,Ghana,Mombasa,6-10,2024-09-25,LinkedIn
CUST01332,Butler-Smith,Professional Services,Nigeria,Lagos,201-500,2025-05-29,Referral
CUST01333,"Hodge, Cowan and Thompson",Real Estate,Kenya,Dar es Salaam,201-500,2025-05-31,Organic Search
CUST01334,Thomas PLC,Manufacturing,Rwanda,Lagos,51-200,2024-04-18,Partner
CUST01335,Clark-Anderson,Education,Tanzania,Kampala,11-50,2023-10-01,Facebook
CUST01336,Rogers Group,Retail,Nigeria,Johannesburg,11-50,2023-09-26,Referral
CUST01337,"Nolan, Jenkins and Schmitt",Retail,Nigeria,Accra,201-500,2026-01-08,Facebook
CUST01338,"Roach, Lowe and Brown",Real Estate,Kenya,Kampala,201-500,2025-06-05,Organic Search
CUST01339,Farmer-Dennis,Healthcare,Rwanda,Mombasa,6-10,2025-06-29,Google Ads
CUST01340,Maynard Ltd,Healthcare,Tanzania,Kisumu,201-500,2023-12-04,Referral
CUST01341,"Ball, Dunlap and Wilson",Healthcare,South Africa,Kampala,1-5,2025-11-25,Google Ads
CUST01342,Dixon and Sons,Real Estate,Uganda,Johannesburg,6-10,2024-02-28,LinkedIn
CUST01343,Cooper-Powers,Technology,South Africa,Kisumu,11-50,2025-11-25,Instagram
CUST01344,"Gonzales, Melendez and Valentine",Manufacturing,Uganda,Lagos,1-5,2026-01-12,Partner
CUST01345,Farmer Inc,Professional Services,Uganda,Johannesburg,6-10,2026-06-14,LinkedIn
CUST01346,"Castillo, Wheeler and Burke",Education,South Africa,Kigali,6-10,2025-10-20,LinkedIn
CUST01347,"Johnson, Wheeler and Mcmahon",Construction,Uganda,Johannesburg,11-50,2026-04-24,Organic Search
CUST01348,"Nelson, Davis and Porter",Healthcare,South Africa,Mombasa,1-5,2023-10-29,Facebook
CUST01349,"Patterson, Obrien and Alexander",Manufacturing,Rwanda,Accra,11-50,2025-12-06,LinkedIn
CUST01350,West Inc,Logistics,Uganda,Kigali,51-200,2024-10-26,LinkedIn
CUST01351,Wilson Inc,Healthcare,Uganda,Lagos,51-200,2026-06-17,Organic Search
CUST01352,Green Ltd,Healthcare,South Africa,Accra,51-200,2026-08-12,Partner
CUST01353,Lewis-Howard,Logistics,Nigeria,Nairobi,1-5,2025-01-08,Partner
CUST01354,"Robinson, Nelson and Bailey",Education,Ghana,Kampala,11-50,2024-04-18,Referral
CUST01355,Rangel-Mccoy,Healthcare,South Africa,Mombasa,11-50,2024-05-04,Sales Team
CUST01356,Rush Group,Manufacturing,South Africa,Nakuru,201-500,2025-11-17,Instagram
CUST01357,"Smith, Cross and Castro",Logistics,Tanzania,Kisumu,11-50,2024-07-28,Organic Search
CUST01358,Jones-Kim,Retail,South Africa,Mombasa,1-5,2024-01-19,Sales Team
CUST01359,"White, Pena and Johnson",Professional Services,Ghana,Mombasa,51-200,2025-09-04,Partner
CUST01360,Patel-Meza,Hospitality,Nigeria,Kampala,11-50,2024-10-15,Instagram
CUST01361,"Cross, Douglas and Faulkner",Retail,Kenya,Johannesburg,1-5,2024-09-07,Organic Search
CUST01362,Rojas LLC,Real Estate,Nigeria,Nakuru,201-500,2026-04-24,Google Ads
CUST01363,Palmer-Jackson,Professional Services,Kenya,Johannesburg,6-10,2024-01-22,Sales Team
CUST01364,"Romero, Baker and Jones",Real Estate,South Africa,Kisumu,1-5,2024-05-03,Facebook
CUST01365,Hart-Hammond,Healthcare,Tanzania,Accra,1-5,2025-08-09,LinkedIn
CUST01366,Cain and Sons,Healthcare,South Africa,Kigali,11-50,2024-04-13,Referral
CUST01367,Mitchell-Johnson,Construction,South Africa,Mombasa,11-50,2025-07-15,Organic Search
CUST01368,"Fisher, Hammond and Rodriguez",Education,Rwanda,Dar es Salaam,1-5,2026-04-30,Referral
CUST01369,"Robinson, Warren and Perkins",Healthcare,Uganda,Accra,1-5,2023-10-20,LinkedIn
CUST01370,Castro-Hahn,Hospitality,Ghana,Kigali,6-10,2023-10-22,LinkedIn
CUST01371,Cox-Wade,Professional Services,Uganda,Lagos,51-200,2023-10-07,Instagram
CUST01372,Little LLC,Real Estate,Nigeria,Mombasa,51-200,2025-08-08,Referral
CUST01373,Wright Group,Professional Services,Kenya,Mombasa,1-5,2025-05-23,Referral
CUST01374,Villarreal LLC,Manufacturing,Kenya,Accra,6-10,2026-02-02,Organic Search
CUST01375,Jones-Rowland,Retail,Nigeria,Kigali,11-50,2024-03-24,Facebook
CUST01376,"Kim, Henry and Miller",Technology,Rwanda,Johannesburg,1-5,2026-08-16,LinkedIn
CUST01377,"Gordon, Cunningham and Cox",Manufacturing,Rwanda,Kigali,1-5,2025-07-08,Instagram
CUST01378,Santos-Morris,Retail,Rwanda,Accra,1-5,2024-01-15,Partner
CUST01379,Mullins-Simmons,Technology,Nigeria,Kampala,51-200,2026-04-16,Organic Search
CUST01380,Bird-Moore,Professional Services,Tanzania,Lagos,11-50,2024-10-02,Google Ads
CUST01381,Dean-Diaz,Manufacturing,South Africa,Kampala,6-10,2025-03-09,Facebook
CUST01382,"Carter, Russell and Anderson",Logistics,Kenya,Kigali,6-10,2025-05-19,Referral
CUST01383,Webb-Porter,Education,Kenya,Dar es Salaam,51-200,2024-09-29,Google Ads
CUST01384,Barnett PLC,Manufacturing,Nigeria,Nakuru,6-10,2026-01-29,Organic Search
CUST01385,Moreno Ltd,Hospitality,Kenya,Johannesburg,6-10,2024-09-16,LinkedIn
CUST01386,Chandler-Parker,Education,Kenya,Lagos,11-50,2025-07-03,LinkedIn
CUST01387,Burnett Ltd,Logistics,South Africa,Accra,1-5,2025-11-07,Organic Search
CUST01388,"Cook, Gibbs and Butler",Technology,Kenya,Dar es Salaam,1-5,2026-06-15,Sales Team
CUST01389,Russell-Williams,Professional Services,Uganda,Lagos,51-200,2025-01-13,Facebook
CUST01390,Smith Ltd,Real Estate,Uganda,Mombasa,1-5,2024-12-07,Facebook
CUST01391,"Burton, Gibson and Brown",Manufacturing,Nigeria,Nairobi,51-200,2024-04-17,Organic Search
CUST01392,Krause-King,Hospitality,Nigeria,Kisumu,1-5,2023-10-15,Facebook
CUST01393,Terrell Group,Retail,Tanzania,Mombasa,51-200,2025-01-30,Facebook
CUST01394,Drake PLC,Real Estate,Kenya,Mombasa,1-5,2025-03-13,LinkedIn
CUST01395,Reed-Carr,Real Estate,South Africa,Johannesburg,6-10,2024-11-29,Google Ads
CUST01396,Peters-Huynh,Hospitality,Rwanda,Dar es Salaam,51-200,2026-07-30,Partner
CUST01397,Davis-Nguyen,Professional Services,Nigeria,Johannesburg,201-500,2023-10-02,Facebook
CUST01398,Stewart and Sons,Technology,South Africa,Nakuru,1-5,2023-10-22,Facebook
CUST01399,Reynolds PLC,Technology,Kenya,Mombasa,11-50,2024-07-06,Facebook
CUST01400,Franklin and Sons,Education,Uganda,Dar es Salaam,201-500,2025-12-18,Facebook
CUST01401,Farley-Johnston,Manufacturing,Uganda,Johannesburg,1-5,2026-02-04,Facebook
CUST01402,Reese-Nunez,Professional Services,South Africa,Johannesburg,51-200,2026-05-22,Facebook
CUST01403,"Ruiz, Washington and Williams",Retail,Rwanda,Mombasa,1-5,2025-01-29,Organic Search
CUST01404,"Branch, Rogers and Bennett",Construction,Kenya,Johannesburg,11-50,2024-04-09,Sales Team
CUST01405,"Barnes, Molina and Liu",Manufacturing,Nigeria,Kisumu,6-10,2023-11-09,Facebook
CUST01406,Payne-Fletcher,Healthcare,Ghana,Accra,51-200,2023-10-26,Instagram
CUST01407,Estrada and Sons,Construction,Ghana,Nairobi,201-500,2025-05-16,Facebook
CUST01408,Perez Inc,Manufacturing,Ghana,Mombasa,11-50,2024-05-25,Partner
CUST01409,Mccarthy-Vance,Education,Kenya,Lagos,6-10,2025-06-13,Instagram
CUST01410,"White, Watkins and Martinez",Professional Services,Ghana,Mombasa,201-500,2025-01-04,Partner
CUST01411,Morton-Mckee,Logistics,Ghana,Nakuru,51-200,2025-02-24,Instagram
CUST01412,Johnston-Brown,Healthcare,Kenya,Nakuru,1-5,2023-10-24,Facebook
CUST01413,Pratt PLC,Manufacturing,Rwanda,Kisumu,6-10,2023-10-27,Organic Search
CUST01414,Miller and Sons,Retail,Nigeria,Dar es Salaam,11-50,2024-01-19,Instagram
CUST01415,"Bailey, Miller and Velasquez",Education,Tanzania,Dar es Salaam,201-500,2025-12-15,LinkedIn
CUST01416,Berg PLC,Retail,Kenya,Nairobi,201-500,2026-04-18,Facebook
CUST01417,Perkins LLC,Construction,South Africa,Nairobi,51-200,2023-09-26,Google Ads
CUST01418,Rodriguez-Conley,Professional Services,Uganda,Accra,201-500,2025-08-07,Partner
CUST01419,Stanley-Gallagher,Education,Uganda,Dar es Salaam,6-10,2026-01-16,Google Ads
CUST01420,Medina Inc,Technology,Uganda,Mombasa,6-10,2025-04-22,Sales Team
CUST01421,Singleton-Phillips,Hospitality,Rwanda,Nakuru,1-5,2024-07-05,LinkedIn
CUST01422,Reid Inc,Real Estate,Rwanda,Nairobi,51-200,2026-01-19,Facebook
CUST01423,"Werner, Rice and French",Hospitality,Ghana,Accra,6-10,2025-01-06,Sales Team
CUST01424,"Dawson, Thompson and King",Technology,Uganda,Accra,6-10,2025-11-16,Partner
CUST01425,Jarvis and Sons,Healthcare,Uganda,Dar es Salaam,6-10,2025-10-26,Organic Search
CUST01426,Johnston Group,Real Estate,Kenya,Kampala,6-10,2025-11-05,Google Ads
CUST01427,Garcia-Marshall,Manufacturing,Rwanda,Kigali,6-10,2026-04-25,Partner
CUST01428,"Waters, Serrano and Owens",Hospitality,Tanzania,Johannesburg,6-10,2024-05-19,Facebook
CUST01429,Smith Ltd,Real Estate,Ghana,Nakuru,1-5,2026-04-10,Sales Team
CUST01430,Howard and Sons,Logistics,Rwanda,Nakuru,201-500,2025-02-05,LinkedIn
CUST01431,"Watson, Clarke and Henry",Manufacturing,Tanzania,Nairobi,51-200,2024-08-29,Instagram
CUST01432,Morris Ltd,Hospitality,Tanzania,Kigali,201-500,2025-12-19,Instagram
CUST01433,Maldonado Ltd,Real Estate,Uganda,Johannesburg,1-5,2024-11-02,Sales Team
CUST01434,Perez Ltd,Retail,Kenya,Accra,201-500,2024-10-08,Organic Search
CUST01435,Duran Ltd,Education,Ghana,Kigali,51-200,2024-01-13,Google Ads
CUST01436,"Valentine, Burns and Rhodes",Manufacturing,Rwanda,Nakuru,1-5,2026-06-30,Organic Search
CUST01437,Wright Ltd,Education,Uganda,Kisumu,11-50,2024-09-02,Referral
CUST01438,Thornton Inc,Hospitality,Nigeria,Mombasa,1-5,2026-02-10,LinkedIn
CUST01439,"Walker, Phillips and Hunt",Healthcare,Uganda,Accra,201-500,2024-06-30,Organic Search
CUST01440,Gonzales-Collins,Manufacturing,Rwanda,Kisumu,51-200,2025-01-23,Facebook
CUST01441,Miller-Fritz,Technology,Nigeria,Accra,1-5,2026-05-04,Google Ads
CUST01442,Scott-Davis,Education,Nigeria,Dar es Salaam,201-500,2024-05-19,Organic Search
CUST01443,"Miller, Hartman and Bryant",Healthcare,Rwanda,Kampala,201-500,2024-10-11,Instagram
CUST01444,"Sharp, Eaton and Williams",Professional Services,Ghana,Dar es Salaam,1-5,2023-11-14,Partner
CUST01445,King-Stafford,Retail,Kenya,Kigali,11-50,2025-05-07,LinkedIn
CUST01446,Jensen-Gonzalez,Real Estate,Kenya,Dar es Salaam,11-50,2024-02-11,Facebook
CUST01447,Vazquez Group,Logistics,Nigeria,Mombasa,201-500,2025-01-27,Instagram
CUST01448,"Miller, Kirby and Stephens",Construction,Tanzania,Nakuru,201-500,2024-05-02,Google Ads
CUST01449,Brooks-Lucas,Manufacturing,Nigeria,Johannesburg,6-10,2024-11-09,Instagram
CUST01450,"Zhang, Davis and Mccarty",Technology,Tanzania,Kampala,201-500,2024-08-28,Sales Team
CUST01451,Dodson Group,Healthcare,Kenya,Mombasa,11-50,2024-06-22,Partner
CUST01452,Peters Inc,Manufacturing,Rwanda,Lagos,201-500,2024-07-15,Google Ads
CUST01453,Ochoa-Robertson,Manufacturing,Nigeria,Lagos,201-500,2023-10-04,Referral
CUST01454,Robles LLC,Manufacturing,Ghana,Dar es Salaam,1-5,2025-12-11,Instagram
CUST01455,Terry-Smith,Manufacturing,Kenya,Mombasa,51-200,2024-09-11,Facebook
CUST01456,Howard-Oconnor,Healthcare,Kenya,Mombasa,6-10,2024-10-28,Referral
CUST01457,Brown PLC,Professional Services,Nigeria,Kisumu,51-200,2025-10-22,Facebook
CUST01458,"Williams, Pena and Bryant",Hospitality,Ghana,Nairobi,11-50,2023-11-17,Sales Team
CUST01459,"Andrade, Duke and Ewing",Logistics,Uganda,Accra,11-50,2024-06-25,Sales Team
CUST01460,"Shepherd, Glass and Farley",Manufacturing,Nigeria,Nairobi,11-50,2025-06-10,Instagram
CUST01461,Reynolds-Robinson,Professional Services,Kenya,Nakuru,201-500,2024-01-12,Partner
CUST01462,"Grant, Curry and Montgomery",Education,Ghana,Dar es Salaam,11-50,2024-06-04,LinkedIn
CUST01463,Jones Inc,Real Estate,Nigeria,Lagos,201-500,2025-10-25,LinkedIn
CUST01464,Bender-Garcia,Manufacturing,Tanzania,Johannesburg,6-10,2026-04-22,Referral
CUST01465,"Tate, Sanchez and Gonzalez",Construction,South Africa,Kampala,6-10,2025-10-13,LinkedIn
CUST01466,"Solomon, Aguilar and Taylor",Technology,Tanzania,Nairobi,6-10,2025-03-07,Partner
CUST01467,Santana Group,Healthcare,Rwanda,Kisumu,201-500,2023-12-07,Facebook
CUST01468,"Pena, Reed and Moore",Logistics,Tanzania,Kisumu,6-10,2025-04-24,Facebook
CUST01469,Love-Barry,Construction,Uganda,Mombasa,1-5,2025-05-12,Partner
CUST01470,Melton-Clark,Real Estate,Uganda,Accra,11-50,2024-07-05,Partner
CUST01471,"Lewis, Chan and Washington",Construction,Uganda,Lagos,1-5,2024-11-28,Partner
CUST01472,Garza-Johnson,Technology,Uganda,Dar es Salaam,51-200,2024-05-16,Facebook
CUST01473,Lewis-Andrews,Logistics,Tanzania,Mombasa,1-5,2026-07-09,Sales Team
CUST01474,Cowan-Brown,Manufacturing,South Africa,Kisumu,51-200,2024-07-25,Partner
CUST01475,Herrera LLC,Construction,Kenya,Lagos,201-500,2023-12-07,Partner
CUST01476,Perkins-Collins,Healthcare,Rwanda,Kampala,201-500,2024-10-30,Facebook
CUST01477,"Ortiz, Johnson and Lopez",Real Estate,Nigeria,Accra,11-50,2024-04-06,Google Ads
CUST01478,Beard Ltd,Manufacturing,Kenya,Kisumu,201-500,2024-05-02,Google Ads
CUST01479,Solomon-Diaz,Healthcare,Kenya,Kigali,201-500,2026-05-13,Instagram
CUST01480,"Garcia, Harrison and Sherman",Manufacturing,Tanzania,Mombasa,11-50,2024-06-23,Organic Search
CUST01481,Clark-Bush,Real Estate,Nigeria,Nakuru,201-500,2025-11-21,Instagram
CUST01482,"May, Adams and Hodge",Healthcare,Uganda,Nairobi,1-5,2025-10-16,LinkedIn
CUST01483,"Odonnell, Walton and Smith",Professional Services,Ghana,Kigali,6-10,2026-01-09,LinkedIn
CUST01484,Scott Group,Technology,Ghana,Johannesburg,201-500,2026-03-07,Organic Search
CUST01485,"Williams, Ellis and Bush",Technology,Rwanda,Kisumu,51-200,2024-12-23,Partner
CUST01486,Andrews PLC,Education,Tanzania,Nairobi,11-50,2025-05-13,Partner
CUST01487,Johnson-Robinson,Technology,Tanzania,Accra,201-500,2025-01-30,Google Ads
CUST01488,Walker Group,Hospitality,Nigeria,Accra,51-200,2025-08-29,LinkedIn
CUST01489,Hart Ltd,Healthcare,Uganda,Kigali,51-200,2025-06-16,Facebook
CUST01490,"Sherman, Fuller and Roy",Real Estate,Ghana,Mombasa,6-10,2026-02-09,Instagram
CUST01491,Jones Group,Healthcare,Rwanda,Lagos,11-50,2024-09-07,Google Ads
CUST01492,"Rollins, Jones and Williams",Real Estate,South Africa,Kigali,1-5,2023-11-29,Organic Search
CUST01493,"Le, Grimes and Ward",Education,Nigeria,Kampala,51-200,2025-08-02,Facebook
CUST01494,"Rodriguez, Larson and Stewart",Logistics,Rwanda,Johannesburg,6-10,2024-05-16,Instagram
CUST01495,Villanueva-Ford,Construction,South Africa,Kigali,11-50,2024-05-17,LinkedIn
CUST01496,Robinson-Mills,Retail,South Africa,Kampala,201-500,2023-10-16,Referral
CUST01497,"Meyer, Hill and Davidson",Manufacturing,Ghana,Accra,6-10,2024-02-10,Organic Search
CUST01498,Lopez-Bean,Retail,Uganda,Kampala,11-50,2024-09-25,LinkedIn
CUST01499,"Hernandez, Baker and Walker",Professional Services,Nigeria,Kampala,51-200,2024-10-06,Facebook
CUST01500,"Petersen, Jordan and Ortega",Manufacturing,Nigeria,Nakuru,1-5,2025-09-27,Google Ads
CUST01501,Beasley-Lopez,Healthcare,Rwanda,Mombasa,201-500,2026-01-09,Partner
CUST01502,"Gray, Anderson and Keller",Real Estate,Rwanda,Johannesburg,51-200,2024-03-18,Referral
CUST01503,Howard-Williams,Manufacturing,Nigeria,Mombasa,11-50,2026-08-20,Organic Search
CUST01504,Lopez Group,Healthcare,Uganda,Johannesburg,1-5,2025-07-11,Facebook
CUST01505,"Jordan, Kim and Johnson",Technology,Rwanda,Kisumu,11-50,2026-04-04,Facebook
CUST01506,Singleton-Pace,Retail,Tanzania,Dar es Salaam,51-200,2023-11-08,Partner
CUST01507,Bates-Ortiz,Retail,Tanzania,Kampala,201-500,2023-09-26,Google Ads
CUST01508,Christian Group,Logistics,Uganda,Kisumu,1-5,2026-05-09,Facebook
CUST01509,Guerrero Ltd,Logistics,Tanzania,Dar es Salaam,11-50,2024-02-07,Referral
CUST01510,"Miles, Powers and Whitaker",Technology,Kenya,Lagos,201-500,2026-07-02,Partner
CUST01511,Sullivan-Ortega,Construction,Kenya,Kisumu,201-500,2024-01-12,Referral
CUST01512,Tucker Inc,Technology,South Africa,Accra,51-200,2025-09-14,Partner
CUST01513,Hebert-Perez,Construction,Kenya,Nakuru,6-10,2026-04-07,Instagram
CUST01514,"Henderson, Petty and Smith",Hospitality,South Africa,Lagos,201-500,2024-06-21,Google Ads
CUST01515,"Mack, Carr and Moore",Education,Rwanda,Mombasa,1-5,2023-12-25,Facebook
CUST01516,Sanchez-Chen,Retail,Rwanda,Dar es Salaam,11-50,2023-12-24,Partner
CUST01517,Donovan-Jackson,Construction,South Africa,Accra,201-500,2025-03-06,Partner
CUST01518,Allen PLC,Construction,Nigeria,Kampala,1-5,2024-04-15,Google Ads
CUST01519,Taylor and Sons,Hospitality,Uganda,Kisumu,6-10,2026-01-12,Referral
CUST01520,Bush Inc,Construction,Uganda,Kisumu,1-5,2024-10-28,Sales Team
CUST01521,"Reid, Herrera and Davis",Professional Services,Kenya,Nairobi,51-200,2024-02-19,Sales Team
CUST01522,Palmer-Stewart,Retail,Uganda,Mombasa,1-5,2024-10-22,Organic Search
CUST01523,"Adams, Owens and Turner",Manufacturing,Kenya,Kampala,1-5,2023-10-11,Google Ads
CUST01524,Harvey Group,Healthcare,Nigeria,Nairobi,1-5,2024-08-27,Google Ads
CUST01525,Porter LLC,Real Estate,Uganda,Johannesburg,6-10,2025-11-09,Facebook
CUST01526,Miller Group,Technology,Kenya,Mombasa,6-10,2024-05-23,Referral
CUST01527,Perry LLC,Real Estate,Tanzania,Dar es Salaam,6-10,2026-07-14,Instagram
CUST01528,Boyer Inc,Logistics,Ghana,Mombasa,1-5,2026-02-12,Organic Search
CUST01529,Hicks Inc,Logistics,Uganda,Nakuru,11-50,2025-10-06,Facebook
CUST01530,"Davis, Clark and Bass",Logistics,Kenya,Mombasa,6-10,2025-09-09,LinkedIn
CUST01531,"Edwards, Lee and Finley",Technology,Nigeria,Johannesburg,6-10,2026-03-23,LinkedIn
CUST01532,Barton-Dunn,Professional Services,Uganda,Dar es Salaam,51-200,2024-01-21,Sales Team
CUST01533,Schultz Group,Hospitality,Ghana,Nakuru,51-200,2026-02-28,Google Ads
CUST01534,James-Brown,Technology,Kenya,Accra,1-5,2025-10-17,Facebook
CUST01535,York-Fuller,Manufacturing,South Africa,Dar es Salaam,11-50,2026-07-31,Organic Search
CUST01536,"Miller, Miller and Zamora",Professional Services,Tanzania,Accra,1-5,2024-04-14,Sales Team
CUST01537,"Johnson, Smith and Sanchez",Healthcare,Rwanda,Johannesburg,11-50,2023-11-14,LinkedIn
CUST01538,"Cain, Martinez and Rodriguez",Hospitality,Ghana,Kigali,11-50,2025-12-31,Sales Team
CUST01539,Hernandez-Wells,Hospitality,South Africa,Mombasa,51-200,2025-07-11,Partner
CUST01540,Bird-Lawson,Construction,Kenya,Accra,1-5,2026-02-21,Sales Team
CUST01541,Garcia PLC,Manufacturing,Ghana,Mombasa,1-5,2024-01-29,Facebook
CUST01542,Smith-Mitchell,Education,Rwanda,Johannesburg,1-5,2025-05-13,Facebook
CUST01543,"Howell, Brennan and Brock",Professional Services,Tanzania,Nakuru,11-50,2026-03-29,Instagram
CUST01544,Wells-Flores,Real Estate,South Africa,Kigali,1-5,2025-11-05,Instagram
CUST01545,Walker PLC,Education,Nigeria,Accra,11-50,2024-10-18,Referral
CUST01546,Barker-Reed,Education,Tanzania,Accra,201-500,2023-10-28,Sales Team
CUST01547,Morales Ltd,Manufacturing,Ghana,Kampala,6-10,2023-10-28,LinkedIn
CUST01548,"Jensen, Leblanc and Cannon",Professional Services,Kenya,Kampala,51-200,2025-06-13,LinkedIn
CUST01549,"Ford, Boyd and Kaiser",Hospitality,Nigeria,Kisumu,1-5,2025-05-16,Google Ads
CUST01550,"Browning, Lowe and Yang",Retail,South Africa,Mombasa,51-200,2025-03-22,Organic Search
CUST01551,"Phillips, Nelson and Davis",Construction,Rwanda,Johannesburg,11-50,2026-06-04,Facebook
CUST01552,Serrano Ltd,Healthcare,Ghana,Johannesburg,1-5,2025-09-22,Google Ads
CUST01553,"Mcintyre, Harris and Thompson",Logistics,South Africa,Accra,51-200,2025-02-28,Instagram
CUST01554,Ho-Wright,Healthcare,Nigeria,Accra,51-200,2023-11-10,Referral
CUST01555,"Ward, Rosario and Sanchez",Logistics,Tanzania,Lagos,201-500,2024-11-09,Organic Search
CUST01556,"Blake, Payne and Sims",Retail,Rwanda,Mombasa,51-200,2026-03-31,LinkedIn
CUST01557,Long-Garza,Technology,South Africa,Kigali,51-200,2023-11-19,LinkedIn
CUST01558,"Hall, Gutierrez and Williams",Retail,Kenya,Kisumu,201-500,2023-10-01,Referral
CUST01559,Campbell-Boone,Construction,Rwanda,Kigali,6-10,2024-02-26,Referral
CUST01560,Hill Group,Education,Rwanda,Mombasa,201-500,2026-01-27,LinkedIn
CUST01561,Chan PLC,Logistics,Nigeria,Lagos,201-500,2024-06-01,LinkedIn
CUST01562,Castillo-Dyer,Manufacturing,Ghana,Kisumu,201-500,2025-08-18,Organic Search
CUST01563,Francis-Alvarez,Education,Tanzania,Accra,201-500,2023-10-12,Sales Team
CUST01564,Craig-Parks,Real Estate,Nigeria,Dar es Salaam,11-50,2024-08-20,Partner
CUST01565,Sharp-Wilson,Retail,Kenya,Johannesburg,1-5,2025-09-26,Facebook
CUST01566,Johnson-Roberts,Technology,Tanzania,Johannesburg,1-5,2024-03-06,Partner
CUST01567,Beck Ltd,Education,Kenya,Kigali,11-50,2026-06-08,Partner
