feedback_id,customer_id,feedback_date,feedback_type,rating,sentiment,feedback_text
FDBK0001033,CUST00786,2024-10-30,Survey,5,Positive,We especially like the reporting features.
FDBK0001034,CUST00789,2024-10-15,Product Review,5,Positive,We are happy with the features available.
FDBK0001035,CUST00789,2026-02-03,Feature Request,5,Positive,We are happy with the features available.
FDBK0001036,CUST00789,2026-03-18,Feature Request,5,Positive,We especially like the reporting features.
FDBK0001037,CUST00790,2026-08-11,Survey,3,Neutral,Some support requests took too long to resolve.
FDBK0001038,CUST00790,2026-04-24,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001039,CUST00790,2026-08-04,Survey,1,Negative,We have experienced several issues with customer support.
FDBK0001040,CUST00791,2026-09-15,Feature Request,5,Positive,We are happy with the features available.
FDBK0001041,CUST00791,2026-05-07,Survey,5,Positive,We are happy with the features available.
FDBK0001042,CUST00791,2025-03-05,Cancellation Feedback,4,Positive,We especially like the reporting features.
FDBK0001043,CUST00793,2026-09-18,General Feedback,1,Negative,We are not using the platform as much as we expected.
FDBK0001044,CUST00796,2026-02-22,General Feedback,3,Neutral,We have experienced several issues with customer support.
FDBK0001045,CUST00796,2026-07-12,Product Review,1,Negative,We have experienced several issues with customer support.
FDBK0001046,CUST00796,2026-03-25,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0001047,CUST00797,2025-01-10,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0001048,CUST00797,2025-11-30,Survey,4,Positive,We would like more value for the current subscription price.
FDBK0001049,CUST00799,2026-08-10,Product Review,3,Neutral,We like the product but the monthly cost is high.
FDBK0001050,CUST00801,2026-03-08,General Feedback,5,Positive,We especially like the reporting features.
FDBK0001051,CUST00801,2026-02-18,Survey,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0001052,CUST00801,2026-05-04,Feature Request,4,Positive,We especially like the reporting features.
FDBK0001053,CUST00801,2026-03-15,Product Review,5,Positive,We are happy with the features available.
FDBK0001054,CUST00801,2026-03-26,Product Review,3,Neutral,We are happy with the features available.
FDBK0001055,CUST00802,2024-11-22,Cancellation Feedback,4,Positive,We would like more value for the current subscription price.
FDBK0001056,CUST00802,2024-12-27,Cancellation Feedback,2,Negative,We like the product but the monthly cost is high.
FDBK0001057,CUST00803,2026-06-18,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001058,CUST00803,2026-05-04,Cancellation Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001059,CUST00804,2025-04-04,General Feedback,1,Negative,Our usage of the platform has decreased recently.
FDBK0001060,CUST00804,2025-02-03,General Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0001061,CUST00805,2026-09-12,Feature Request,1,Negative,The system has helped our team manage invoices more efficiently.
FDBK0001062,CUST00805,2026-09-04,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001063,CUST00806,2025-09-15,Feature Request,2,Negative,We are not using the platform as much as we expected.
FDBK0001064,CUST00806,2025-08-18,General Feedback,5,Positive,Some of the features are not being used by our team.
FDBK0001065,CUST00806,2024-12-21,Feature Request,4,Positive,Our usage of the platform has decreased recently.
FDBK0001066,CUST00806,2025-08-06,Survey,3,Neutral,Some of the features are not being used by our team.
FDBK0001067,CUST00807,2025-01-24,Survey,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001068,CUST00808,2026-04-23,Survey,4,Positive,We especially like the reporting features.
FDBK0001069,CUST00808,2026-02-26,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001070,CUST00809,2025-12-04,Product Review,5,Positive,We especially like the reporting features.
FDBK0001071,CUST00809,2026-07-06,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001072,CUST00811,2024-03-15,Feature Request,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0001073,CUST00811,2026-04-12,Survey,3,Neutral,We like the product but the monthly cost is high.
FDBK0001074,CUST00812,2026-02-13,Survey,2,Negative,We like the product but the monthly cost is high.
FDBK0001075,CUST00813,2026-06-13,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001076,CUST00813,2026-06-24,Survey,5,Positive,We especially like the reporting features.
FDBK0001077,CUST00815,2024-08-15,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0001078,CUST00815,2025-08-14,General Feedback,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001079,CUST00816,2026-01-29,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0001080,CUST00816,2026-03-13,Survey,2,Negative,Some of the features are not being used by our team.
FDBK0001081,CUST00816,2023-11-03,Cancellation Feedback,5,Positive,Our usage of the platform has decreased recently.
FDBK0001082,CUST00817,2026-08-25,Survey,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0001083,CUST00817,2026-07-06,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001084,CUST00818,2025-02-09,Survey,3,Neutral,We are not using the platform as much as we expected.
FDBK0001085,CUST00818,2026-06-18,Product Review,4,Positive,We are not using the platform as much as we expected.
FDBK0001086,CUST00818,2025-12-12,Product Review,4,Positive,Some of the features are not being used by our team.
FDBK0001087,CUST00819,2026-05-01,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0001088,CUST00821,2025-04-02,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001089,CUST00825,2023-12-24,General Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0001090,CUST00825,2026-07-15,Product Review,4,Positive,We are not using the platform as much as we expected.
FDBK0001091,CUST00825,2025-10-30,General Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0001092,CUST00825,2026-09-02,Product Review,5,Positive,Some of the features are not being used by our team.
FDBK0001093,CUST00826,2026-08-08,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001094,CUST00827,2026-01-30,Survey,1,Negative,Our usage of the platform has decreased recently.
FDBK0001095,CUST00828,2025-09-19,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001096,CUST00829,2026-04-24,General Feedback,2,Negative,We would like more value for the current subscription price.
FDBK0001097,CUST00830,2026-08-10,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0001098,CUST00831,2026-05-05,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0001099,CUST00831,2025-11-22,General Feedback,4,Positive,The product is useful but support needs improvement.
FDBK0001100,CUST00834,2025-09-13,Survey,5,Positive,We especially like the reporting features.
FDBK0001101,CUST00835,2025-03-21,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001102,CUST00835,2025-12-07,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001103,CUST00836,2026-06-04,Feature Request,5,Positive,Our usage of the platform has decreased recently.
FDBK0001104,CUST00836,2026-06-29,Feature Request,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0001105,CUST00836,2026-06-24,Product Review,5,Positive,Some of the features are not being used by our team.
FDBK0001106,CUST00837,2026-08-24,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0001107,CUST00838,2026-09-02,Feature Request,1,Negative,We need faster responses when technical problems occur.
FDBK0001108,CUST00838,2026-07-19,Feature Request,3,Neutral,Some support requests took too long to resolve.
FDBK0001109,CUST00838,2026-09-22,Product Review,3,Neutral,The product is useful but support needs improvement.
FDBK0001110,CUST00841,2024-04-26,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0001111,CUST00842,2026-01-28,Survey,5,Positive,We are happy with the features available.
FDBK0001112,CUST00843,2026-02-05,Feature Request,3,Neutral,Some of the features are not being used by our team.
FDBK0001113,CUST00843,2026-01-15,General Feedback,2,Negative,Some of the features are not being used by our team.
FDBK0001114,CUST00843,2025-12-27,Product Review,1,Negative,Our usage of the platform has decreased recently.
FDBK0001115,CUST00846,2026-08-08,Survey,5,Positive,The platform is useful but the price is becoming expensive.
FDBK0001116,CUST00847,2025-12-29,General Feedback,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0001117,CUST00847,2025-11-13,Survey,4,Positive,The pricing is difficult for our business.
FDBK0001118,CUST00849,2025-02-08,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0001119,CUST00849,2026-01-30,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0001120,CUST00849,2024-08-27,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001121,CUST00850,2026-03-25,Product Review,2,Negative,The pricing is difficult for our business.
FDBK0001122,CUST00850,2024-04-24,Survey,5,Positive,We like the product but the monthly cost is high.
FDBK0001123,CUST00851,2026-01-18,Product Review,1,Negative,We would like more value for the current subscription price.
FDBK0001124,CUST00851,2026-01-27,Cancellation Feedback,5,Positive,The platform is useful but the price is becoming expensive.
FDBK0001125,CUST00851,2025-06-03,Cancellation Feedback,2,Negative,We would like more value for the current subscription price.
FDBK0001126,CUST00854,2026-05-10,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001127,CUST00855,2025-10-18,Feature Request,5,Positive,We are happy with the features available.
FDBK0001128,CUST00855,2025-11-08,Feature Request,4,Positive,We especially like the reporting features.
FDBK0001129,CUST00855,2024-02-16,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001130,CUST00855,2024-09-27,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0001131,CUST00856,2025-05-30,Product Review,3,Neutral,Some of the features are not being used by our team.
FDBK0001132,CUST00856,2025-08-04,Cancellation Feedback,3,Neutral,We are not using the platform as much as we expected.
FDBK0001133,CUST00858,2026-04-25,General Feedback,1,Negative,The pricing is difficult for our business.
FDBK0001134,CUST00858,2025-10-13,Cancellation Feedback,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001135,CUST00860,2025-10-22,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001136,CUST00861,2025-04-02,Product Review,3,Neutral,Some support requests took too long to resolve.
FDBK0001137,CUST00865,2026-05-22,Product Review,3,Neutral,The platform has been useful for managing our business.
FDBK0001138,CUST00866,2025-09-02,General Feedback,4,Positive,We are happy with the features available.
FDBK0001139,CUST00866,2025-09-30,Survey,3,Neutral,We are happy with the features available.
FDBK0001140,CUST00868,2024-08-24,Survey,3,Neutral,Some of the features are not being used by our team.
FDBK0001141,CUST00869,2026-01-17,Product Review,5,Positive,We are not using the platform as much as we expected.
FDBK0001142,CUST00869,2025-11-13,Survey,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0001143,CUST00869,2026-01-17,Survey,3,Neutral,Some of the features are not being used by our team.
FDBK0001144,CUST00870,2025-03-19,Product Review,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0001145,CUST00871,2026-05-07,Survey,5,Positive,We are happy with the features available.
FDBK0001146,CUST00872,2026-08-19,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001147,CUST00872,2026-09-20,Survey,2,Negative,We especially like the reporting features.
FDBK0001148,CUST00872,2026-08-12,Survey,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0001149,CUST00872,2026-06-12,Survey,4,Positive,We are happy with the features available.
FDBK0001150,CUST00874,2026-09-15,Product Review,5,Positive,We especially like the reporting features.
FDBK0001151,CUST00875,2025-12-09,General Feedback,3,Neutral,We would like more value for the current subscription price.
FDBK0001152,CUST00875,2025-12-09,General Feedback,5,Positive,We like the product but the monthly cost is high.
FDBK0001153,CUST00877,2025-10-28,Cancellation Feedback,4,Positive,We would like more value for the current subscription price.
FDBK0001154,CUST00877,2026-03-29,Product Review,1,Negative,We would like more value for the current subscription price.
FDBK0001155,CUST00878,2026-02-17,Product Review,2,Negative,Some of the features are not being used by our team.
FDBK0001156,CUST00878,2026-06-17,Product Review,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0001157,CUST00878,2026-09-19,Feature Request,4,Positive,We are not using the platform as much as we expected.
FDBK0001158,CUST00879,2024-03-28,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0001159,CUST00879,2024-04-09,Cancellation Feedback,1,Negative,Our usage of the platform has decreased recently.
FDBK0001160,CUST00880,2026-08-15,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0001161,CUST00880,2024-08-19,Product Review,5,Positive,We especially like the reporting features.
FDBK0001162,CUST00880,2024-04-29,Feature Request,5,Positive,We especially like the reporting features.
FDBK0001163,CUST00881,2024-10-13,Product Review,4,Positive,We especially like the reporting features.
FDBK0001164,CUST00882,2025-04-14,Product Review,5,Positive,We especially like the reporting features.
FDBK0001165,CUST00883,2026-04-25,Cancellation Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0001166,CUST00883,2026-05-06,Feature Request,2,Negative,The pricing is difficult for our business.
FDBK0001167,CUST00884,2025-02-04,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001168,CUST00884,2026-01-24,Cancellation Feedback,4,Positive,We are happy with the features available.
FDBK0001169,CUST00889,2026-02-01,Cancellation Feedback,5,Positive,We are happy with the features available.
FDBK0001170,CUST00890,2025-11-23,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0001171,CUST00890,2025-11-10,Survey,3,Neutral,We have experienced several issues with customer support.
FDBK0001172,CUST00890,2025-09-18,Cancellation Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0001173,CUST00890,2025-11-21,Cancellation Feedback,4,Positive,The product is useful but support needs improvement.
FDBK0001174,CUST00890,2025-12-17,Cancellation Feedback,3,Neutral,We need faster responses when technical problems occur.
FDBK0001175,CUST00891,2025-10-10,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001176,CUST00891,2026-02-10,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001177,CUST00892,2026-04-04,Product Review,1,Negative,Some of the features are not being used by our team.
FDBK0001178,CUST00892,2026-06-09,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0001179,CUST00892,2026-07-24,General Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0001180,CUST00893,2026-05-07,Survey,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0001181,CUST00895,2026-04-25,Survey,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001182,CUST00896,2025-06-03,Cancellation Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0001183,CUST00896,2025-04-29,Cancellation Feedback,4,Positive,Some of the features are not being used by our team.
FDBK0001184,CUST00897,2025-03-27,Cancellation Feedback,4,Positive,Our usage of the platform has decreased recently.
FDBK0001185,CUST00897,2025-05-28,Cancellation Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0001186,CUST00898,2024-07-28,Survey,5,Positive,We especially like the reporting features.
FDBK0001187,CUST00898,2026-02-20,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001188,CUST00902,2025-10-24,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0001189,CUST00903,2025-11-07,Product Review,5,Positive,We are happy with the features available.
FDBK0001190,CUST00904,2025-11-05,Survey,4,Positive,Some of the features are not being used by our team.
FDBK0001191,CUST00905,2026-07-21,Survey,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001192,CUST00906,2025-12-09,Feature Request,2,Negative,We need faster responses when technical problems occur.
FDBK0001193,CUST00906,2026-03-03,Survey,1,Negative,We have experienced several issues with customer support.
FDBK0001194,CUST00907,2025-04-01,Product Review,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001195,CUST00908,2026-07-23,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0001196,CUST00909,2023-12-28,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001197,CUST00910,2026-06-10,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0001198,CUST00910,2026-06-23,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0001199,CUST00912,2026-07-08,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0001200,CUST00914,2024-11-23,Product Review,4,Positive,We especially like the reporting features.
FDBK0001201,CUST00915,2025-05-21,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001202,CUST00915,2026-05-03,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0001203,CUST00916,2026-06-23,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001204,CUST00916,2026-06-24,Cancellation Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001205,CUST00916,2026-04-04,Product Review,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0001206,CUST00919,2026-09-04,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001207,CUST00920,2025-08-07,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0001208,CUST00920,2025-06-20,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001209,CUST00920,2026-01-18,Survey,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0001210,CUST00922,2025-11-15,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0001211,CUST00923,2025-07-31,Product Review,3,Neutral,Some of the features are not being used by our team.
FDBK0001212,CUST00923,2025-01-19,Feature Request,1,Negative,We are not using the platform as much as we expected.
FDBK0001213,CUST00923,2026-03-25,Feature Request,1,Negative,We are not using the platform as much as we expected.
FDBK0001214,CUST00924,2025-05-31,Cancellation Feedback,5,Positive,We are happy with the features available.
FDBK0001215,CUST00925,2024-12-18,Feature Request,4,Positive,We are happy with the features available.
FDBK0001216,CUST00927,2026-03-28,General Feedback,1,Negative,We like the product but the monthly cost is high.
FDBK0001217,CUST00927,2026-03-08,Cancellation Feedback,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001218,CUST00928,2026-09-08,Survey,4,Positive,We would like more value for the current subscription price.
FDBK0001219,CUST00928,2026-06-10,Product Review,2,Negative,We would like more value for the current subscription price.
FDBK0001220,CUST00928,2026-07-07,Feature Request,5,Positive,We would like more value for the current subscription price.
FDBK0001221,CUST00928,2026-08-17,General Feedback,5,Positive,We like the product but the monthly cost is high.
FDBK0001222,CUST00928,2026-09-06,Survey,2,Negative,We would like more value for the current subscription price.
FDBK0001223,CUST00930,2025-10-20,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001224,CUST00932,2025-10-24,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0001225,CUST00933,2026-01-30,Product Review,4,Positive,Some of the features are not being used by our team.
FDBK0001226,CUST00933,2026-04-08,Product Review,4,Positive,Some of the features are not being used by our team.
FDBK0001227,CUST00933,2026-06-22,Survey,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001228,CUST00934,2026-04-10,General Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0001229,CUST00935,2024-05-16,Cancellation Feedback,5,Positive,We are happy with the features available.
FDBK0001230,CUST00935,2025-08-17,Survey,3,Neutral,The platform has been useful for managing our business.
FDBK0001231,CUST00936,2026-08-05,Survey,3,Neutral,We are happy with the features available.
FDBK0001232,CUST00936,2026-05-23,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001233,CUST00937,2025-06-05,Cancellation Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0001234,CUST00937,2025-01-24,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0001235,CUST00939,2026-04-14,Cancellation Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0001236,CUST00940,2026-02-09,General Feedback,1,Negative,The platform has been useful for managing our business.
FDBK0001237,CUST00942,2024-07-26,Product Review,1,Negative,We are not using the platform as much as we expected.
FDBK0001238,CUST00942,2024-04-02,Product Review,1,Negative,We are not using the platform as much as we expected.
FDBK0001239,CUST00942,2026-09-16,Survey,4,Positive,We are not using the platform as much as we expected.
FDBK0001240,CUST00943,2026-08-21,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001241,CUST00943,2026-09-06,Product Review,5,Positive,We are happy with the features available.
FDBK0001242,CUST00944,2025-04-05,Cancellation Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0001243,CUST00944,2026-01-12,Product Review,3,Neutral,The pricing is difficult for our business.
FDBK0001244,CUST00944,2025-12-17,Feature Request,4,Positive,The pricing is difficult for our business.
FDBK0001245,CUST00944,2025-10-06,Survey,3,Neutral,We like the product but the monthly cost is high.
FDBK0001246,CUST00944,2026-08-02,Product Review,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001247,CUST00945,2024-07-15,General Feedback,5,Positive,We would like more value for the current subscription price.
FDBK0001248,CUST00945,2024-05-29,Feature Request,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0001249,CUST00947,2024-03-26,Product Review,2,Negative,We are happy with the features available.
FDBK0001250,CUST00947,2025-03-16,Cancellation Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001251,CUST00953,2026-04-20,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001252,CUST00954,2026-06-01,Feature Request,1,Negative,We need faster responses when technical problems occur.
FDBK0001253,CUST00955,2024-04-17,Product Review,1,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0001254,CUST00955,2024-04-10,Survey,3,Neutral,We are not using the platform as much as we expected.
FDBK0001255,CUST00955,2024-10-15,Feature Request,3,Neutral,We are not using the platform as much as we expected.
FDBK0001256,CUST00956,2025-08-03,General Feedback,3,Neutral,We are happy with the features available.
FDBK0001257,CUST00956,2026-01-27,Survey,2,Negative,We especially like the reporting features.
FDBK0001258,CUST00957,2026-07-02,Product Review,3,Neutral,The pricing is difficult for our business.
FDBK0001259,CUST00957,2026-03-04,Feature Request,5,Positive,The pricing is difficult for our business.
FDBK0001260,CUST00959,2026-07-12,Product Review,5,Positive,We especially like the reporting features.
FDBK0001261,CUST00959,2026-07-23,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001262,CUST00959,2026-02-19,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001263,CUST00959,2026-05-21,Survey,4,Positive,We especially like the reporting features.
FDBK0001264,CUST00961,2025-07-04,Cancellation Feedback,2,Negative,Some support requests took too long to resolve.
FDBK0001265,CUST00961,2025-05-08,Cancellation Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0001266,CUST00962,2026-08-11,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0001267,CUST00965,2025-03-02,Survey,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0001268,CUST00967,2024-10-18,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0001269,CUST00969,2026-04-13,Feature Request,2,Negative,We have experienced several issues with customer support.
FDBK0001270,CUST00969,2025-04-26,Feature Request,2,Negative,We have experienced several issues with customer support.
FDBK0001271,CUST00969,2024-03-10,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0001272,CUST00970,2025-10-03,General Feedback,5,Positive,We especially like the reporting features.
FDBK0001273,CUST00970,2026-03-09,Cancellation Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001274,CUST00970,2025-05-13,Product Review,5,Positive,We are happy with the features available.
FDBK0001275,CUST00971,2026-04-27,Product Review,3,Neutral,Some support requests took too long to resolve.
FDBK0001276,CUST00971,2026-04-11,General Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0001277,CUST00972,2025-02-15,Survey,2,Negative,The pricing is difficult for our business.
FDBK0001278,CUST00972,2026-04-10,Product Review,5,Positive,The pricing is difficult for our business.
FDBK0001279,CUST00973,2026-05-13,Cancellation Feedback,2,Negative,We need faster responses when technical problems occur.
FDBK0001280,CUST00973,2026-05-03,Product Review,2,Negative,We have experienced several issues with customer support.
FDBK0001281,CUST00974,2025-04-21,Product Review,4,Positive,Some support requests took too long to resolve.
FDBK0001282,CUST00974,2025-08-27,Product Review,2,Negative,The product is useful but support needs improvement.
FDBK0001283,CUST00974,2025-04-22,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001284,CUST00976,2026-04-09,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001285,CUST00978,2026-01-20,Cancellation Feedback,3,Neutral,We are happy with the features available.
FDBK0001286,CUST00978,2025-12-17,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001287,CUST00980,2026-08-07,General Feedback,3,Neutral,Some support requests took too long to resolve.
FDBK0001288,CUST00980,2026-02-28,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0001289,CUST00980,2026-06-27,General Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0001290,CUST00980,2026-03-07,Survey,5,Positive,We have experienced several issues with customer support.
FDBK0001291,CUST00980,2026-01-31,Survey,4,Positive,Some support requests took too long to resolve.
FDBK0001292,CUST00981,2023-10-18,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0001293,CUST00981,2024-11-09,Survey,4,Positive,The product is useful but support needs improvement.
FDBK0001294,CUST00981,2026-07-14,Cancellation Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0001295,CUST00982,2026-05-27,Survey,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0001296,CUST00982,2024-11-25,Survey,4,Positive,Some of the features are not being used by our team.
FDBK0001297,CUST00982,2025-06-22,Product Review,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0001298,CUST00983,2025-03-14,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001299,CUST00983,2025-02-09,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001300,CUST00986,2026-09-13,Product Review,1,Negative,We like the product but the monthly cost is high.
FDBK0001301,CUST00987,2026-02-06,General Feedback,2,Negative,Some of the features are not being used by our team.
FDBK0001302,CUST00988,2025-08-05,Feature Request,4,Positive,We especially like the reporting features.
FDBK0001303,CUST00988,2026-09-20,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001304,CUST00990,2026-02-21,Product Review,1,Negative,Some of the features are not being used by our team.
FDBK0001305,CUST00990,2026-09-12,Survey,4,Positive,We are not using the platform as much as we expected.
FDBK0001306,CUST00993,2025-07-31,Feature Request,5,Positive,We especially like the reporting features.
FDBK0001307,CUST00993,2025-07-23,Survey,4,Positive,We are happy with the features available.
FDBK0001308,CUST00997,2026-06-06,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001309,CUST00998,2025-03-02,Feature Request,4,Positive,We would like more value for the current subscription price.
FDBK0001310,CUST00999,2026-09-21,Cancellation Feedback,2,Negative,The pricing is difficult for our business.
FDBK0001311,CUST00999,2026-06-13,Feature Request,4,Positive,The pricing is difficult for our business.
FDBK0001312,CUST01001,2026-09-15,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0001313,CUST01004,2025-12-25,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001314,CUST01005,2025-01-26,Survey,2,Negative,We have experienced several issues with customer support.
FDBK0001315,CUST01005,2025-07-07,General Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0001316,CUST01006,2025-12-31,Survey,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001317,CUST01007,2025-04-26,Feature Request,3,Neutral,We are not using the platform as much as we expected.
FDBK0001318,CUST01007,2025-05-01,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0001319,CUST01007,2025-01-16,Cancellation Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0001320,CUST01008,2026-05-06,Feature Request,3,Neutral,The pricing is difficult for our business.
FDBK0001321,CUST01008,2025-09-20,Product Review,3,Neutral,We like the product but the monthly cost is high.
FDBK0001322,CUST01009,2026-05-08,Feature Request,4,Positive,We especially like the reporting features.
FDBK0001323,CUST01010,2026-09-08,Cancellation Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0001324,CUST01010,2026-07-28,Product Review,4,Positive,The product is useful but support needs improvement.
